b'\\u201cI\\u2019m not Muslim but fuck the police\\u201d \\U0001f92f cause they don\\u2019t eat pork... ! @PDE_YOUNGNUDY',b'1232094443131559936',b'CARDO \\u24cb',b'RicardoAlan_',b'trap',"b'tx, #txst22'",b'541',b'252',b'4',b'2010',b'4050',b'False',b'False',b'True',b'False',b'2014-02-21 15:31:24'
b'@jessphillips where were you calling out the Muslim rape gangs in Yorkshire\\nYou picked your mark with Weinstein\\nYou\\u2026 https://t.co/qWO7Xq1Oy8',b'1232080970477645826',b'CarpeDiem',b'Mustique49',"b'North West, England'",b'Retired CEO large Food Co-Tough centre right Govmt required-UK culture/Laws preserved at all costs-Anti left/liberal-Anti EU/PC-Retweets are not my affirmation',b'673',b'626',b'6',b'9848',b'11384',b'False',b'False',b'False',b'False',b'2015-12-17 12:06:22'
b'TAKIN\\u2019 OUT THE TRASH: Muslims and their useful idiots on the Israeli left are outraged that Israeli Army bulldozer\\u2026 https://t.co/volLBwuqjz',b'1232080933810884608',b'barenakedislam',b'barenakedislam',b'',b'',b'21656',b'589',b'322',b'31081',b'14',b'False',b'False',b'False',b'False',b'2008-12-14 16:35:47'
"b""@welshchauvinist @NoMoreTrust3 @JacquiDillon I don't support them though. If you can find a single instance of me s\\u2026 https://t.co/LxNIjyqw0o""",b'1232080920645111809',b'Bill Inkey',b'BillInkey',b'',b'',b'28',b'38',b'0',b'356',b'513',b'False',b'False',b'True',b'False',b'2020-02-12 20:17:15'
b'@RealEricCarmen @dmoniz611 Sweden going to H\\U0001f53d in a handbasket anyway with the muslim hoard!  #MakeCountriesGreatAgain',b'1232080901582082050',b'Lanilla58',b'lanilla58',b'',b'',b'237',b'446',b'0',b'10248',b'7608',b'False',b'True',b'True',b'False',b'2019-12-19 15:12:03'
b'@ConnSCG @GarBear4Trump @realDonaldTrump Muslim Migrants abusive and violent behavior RBG 7 Fold Ret1 0',b'1232080886364962816',b'TeManawaTheHeart #LetsDoItRight',b'TeManawa1',b'Aotearoa Land o te first light',b'Debra Anne Potroz  Mother of the Nations https://t.co/2heJ42Heti https://t.co/3gfJX4GAqO http://t.co/qy2j5D9de3 #Christos  #handofgod #MotheroftheWorld',b'1387',b'1858',b'21',b'89039',b'11305',b'False',b'False',b'False',b'False',b'2012-06-09 01:44:56'
b'Im more likely to get killed by a white man than a Muslim. \\U0001f634',b'1232080884716752896',"b'reGulaR, DeguLar \\u2665\\ufe0f'",b'a_tweet_peek',"b'Hattiesburg, MS'",b'I\\u2019m here for a good time not a long time.',b'287',b'293',b'0',b'112',b'748',b'False',b'False',b'True',b'False',b'2020-02-11 08:50:00'
"b""@GS05445168 @Chinmay_2001 @yehlog Oh man... are you so illetrate that you can't even read? \\n\\nAmbedkar said it, thos\\u2026 https://t.co/FkGTovohQN""",b'1232080856149381125',b'Imran Shaik || \\u0627\\u0628\\u064f\\u0648 \\u0639\\u0628\\u062f\\u0644\\u0644\\u06c1',b'imranshaik',"b'Hyderabad, India'","b'Muslim, Indian, Software Architect, Entrepreneur, Sports zealot, Chelsea rooter'",b'91',b'192',b'6',b'2134',b'611',b'False',b'False',b'False',b'False',b'2008-01-31 22:49:31'
b'@NavitusV @ak_square9 @Phyros14 @aruci19 @oulosP @Alitis_351 @annika1021 @AITWLOS @protoALB @Progoni1 @ioanni_k\\u2026 https://t.co/mmWj4F51p2',b'1232080814864814082',b'Budapestian',b'Budapestian1',b'',"b'Christian Greek Orthodox, Macedon, Cappadocian'",b'209',b'268',b'1',b'4355',b'7391',b'False',b'False',b'True',b'False',b'2018-10-30 09:39:36'
b'@Dattagosavi9 @ThePeopleOfIN @sagarikaghose Muslim',b'1232080773295083522',b'\\u0924\\u0916\\u094d\\u0924 \\u0914\\u0930 \\u0924\\u093e\\u095b',b'sochnaabol',b'',b'History Repeats',b'0',b'38',b'0',b'9',b'1',b'False',b'False',b'True',b'False',b'2020-02-24 22:47:34'
b'@kaneo1123 @painter_nancy @SenSanders @MannySchewitz You are likely an enlightened human being who has not read the\\u2026 https://t.co/EqVHKwjRQT',b'1232080757516050433',b'Priyamvada #AlohaForever\\U0001f33a\\U0001f919\\U0001f3fd\\U0001f9e2',b'fanatic_bvb',b'',b'Tolerance of intolerance threatens life and liberty. Our freedoms ought to be cherished and protected #ServiceAboveSelf #Tulsi2020 #StandWithTulsi',b'38',b'75',b'0',b'607',b'1859',b'False',b'False',b'True',b'False',b'2012-05-19 18:28:07'
b'nice try but im muslim mate \\U0001f62d https://t.co/8mKKn9f2ug',b'1232080742093643776',b'tas luvs x1',b'wo6seokluvr',b'kpop + khh',b'akaashi rly be living in my mind rent free',b'214',b'223',b'6',b'12321',b'51696',b'False',b'False',b'True',b'False',b'2017-08-16 01:41:36'
b'@euronews The police were absent and the right wing goons were burning shops of Muslim minority and beating people\\u2026 https://t.co/JKaprYEGym',b'1232080739581165573',b'wasif rizvi',b'RizviRwasif',"b'\\u0928\\u0908 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940, \\u092d\\u093e\\u0930\\u0924'",b'',b'10',b'59',b'0',b'1117',b'747',b'False',b'False',b'True',b'False',b'2015-05-24 14:31:56'
"b'#ImranPerretta\\u2019s powerful, unsettling, poetic and mesmerising \\u201cThe Destructors\\u201d at @ChisenhaleGal reconsiders the f\\u2026 https://t.co/Gb5F1lFRP6'",b'1232080738364928001',b'Giulia Sartori Conte',b'Zulisc',b'London',"b'Development Manager, Collections @tate. Trustee for Opera Company @spectraens. London-based art historian, writer and curator. Dreamer, seeker, ponderer.'",b'203',b'188',b'4',b'136',b'759',b'False',b'False',b'True',b'False',b'2011-11-07 10:51:33'
"b'Indian democracy burning down.\\nRight-wing Hindutva-saviors setting Muslim localities in East Delhi on fire, while t\\u2026 https://t.co/uNczRRdxT8'",b'1232080728638115840',b'Saurabh \\u0964 \\u09b8\\u09cc\\u09b0\\u09ad \\u0964',b'kitchenphysics',"b'Paris, France'",b'Weird.',b'40',b'196',b'0',b'49',b'62',b'False',b'False',b'False',b'False',b'2012-02-12 05:33:40'
"b'There is a place for you in the world where you can enjoy the privilege of being Hijabi, Muslim, Black, and Somali\\u2026 https://t.co/jP7OAgzvZX'",b'1232080707716911104',b'Write Winger',b'RealWriteWinger',b'',"b'Ammosexual 5.56/.223 pronouns. When one generation writes history down wrong, the next may want to fix it with memes https://t.co/wl9gsNsHVG'",b'3595',b'4982',b'2',b'11128',b'6076',b'False',b'False',b'True',b'False',b'2016-07-01 13:49:34'
b'India Me Petrol and diesel Aana Hua Band | Muslim Desho Ne Modi Ko Diya ... https://t.co/VKQRF6V1B3 https://t.co/ZfaPBeJf8I',b'1232080702310621184',b'PROTECTOR 2020',b'wizzard43',b'',b'',b'449',b'1997',b'7',b'51474',b'46',b'False',b'False',b'True',b'False',b'2015-03-02 02:40:02'
"b""@BBCNewsnight @kimmasters Time given to this 'important' topic  but 20+ yrs of UK wide abuse, drugging &amp; rape of vu\\u2026 https://t.co/JKQlGBkVs0""",b'1232080695058685953',b'Steve Mahoney',b'stevehmahoney',"b'England, United Kingdom'","b""Economist, golfer, fly fisher and Wolves supporter-so currently on a high. How long can it last? Scribble nonsense you're blocked.""",b'378',b'126',b'8',b'21200',b'5795',b'False',b'False',b'True',b'False',b'2014-01-19 19:16:08'
"b'@BillInkey @NoMoreTrust3 @JacquiDillon ""EDL grooming gang supporters like you""\\nTo call me that for trying to bring\\u2026 https://t.co/chlEbBipjh'",b'1232080685030133760',b'Dic Aberdaron',b'welshchauvinist',b'Cymru',b'Welsh pride worldwide \\U0001f3f4\\U000e0067\\U000e0062\\U000e0077\\U000e006c\\U000e0073\\U000e007f \\U0001f548',b'272',b'1162',b'1',b'1059',b'3781',b'False',b'False',b'True',b'False',b'2019-08-21 20:13:15'
"b'@Charles_Lister @RVeelo It is a shame, but why are there no rich muslim countries to help these people? Plenty of m\\u2026 https://t.co/pEMulg5gaY'",b'1232080683851378690',b'Giorgio777',b'Giorgio7776',b'',b'',b'1',b'34',b'0',b'11',b'0',b'False',b'False',b'True',b'False',b'2020-01-18 08:29:21'
b'@FarooquiTamjeed @rockfighter24 @NrcProtest Ache dost bhi hain kai mere muslim jo in sb bkchodi m nhi pdte..',b'1232080678591680512',b'DR. SAM \\U0001f1ee\\U0001f1f3',b'Shubhamp786',b'India',b'pursuing MBBS \\u270c\\ufe0f\\U0001f918',b'35',b'33',b'0',b'5790',b'25848',b'False',b'False',b'True',b'False',b'2014-04-03 03:34:46'
b'@AgentSaffron N what will govt do ? Only will take care when the dead body is of muslim?',b'1232080675139878918',b'Vacha Bhavsar \\U0001f1ee\\U0001f1f3',b'vacha_bhavsar',b'India gujarat ',b'',b'936',b'388',b'0',b'50969',b'214513',b'False',b'False',b'True',b'False',b'2017-11-09 18:36:12'
b'Chup bc bhadwa aur dalal patarkar aaz jo desh ki halat hai na isme sabse bda tumlogo ka hath Hai jo Hindu Muslim ka\\u2026 https://t.co/udJYq1QlKk',b'1232080626498621441',b'Danish Ansari',b'An_Indian786',b'',b'follow kro sabko 100% follow back milega',b'87',b'309',b'0',b'1743',b'2914',b'False',b'True',b'True',b'False',b'2019-09-22 06:19:53'
"b'dengan apa muslim membayar dam-nya ?, \\ndengan apa dia ber-aqiqah ? \\ndengan apa dia ber-qurban ?'",b'1232080617115832320',b'tabungandombaqu',b'tabungandomba',b'Jakarta Capital Region',"b'solusi investasi melalui ""tabungan domba""'",b'11',b'13',b'0',b'14923',b'0',b'False',b'False',b'False',b'False',b'2017-03-14 07:33:47'
b'@i_shakrashoaib @atti_cus @anuragkashyap72 Heis ruling and now people who are unable to rule in last almost 6 years\\u2026 https://t.co/NK7F3p3QzM',b'1232080608244961281',b'Joker',b'akihcur',"b'Ghaziabad,UP,INDIA'",b'Do I look like a guy with the plan?',b'39',b'226',b'0',b'766',b'9234',b'False',b'False',b'False',b'False',b'2011-07-01 08:28:58'
"b'@IlhanMN You forgot to indicate you are a criminal for immigration fraud, campaign finance violations, and that Mus\\u2026 https://t.co/gZEfMQZ2Ft'",b'1232080607737454595',b'Mojo Kookamunga',b'MojoKookamunga',b'',b'Spent a Living Traveling the World and Know How Great America Is & Can Be! Small Business Owner Husband & Father #MAGA #PATRIOT #CONSERVATIVE \\U0001f1fa\\U0001f1f8\\U0001f1fa\\U0001f1f8\\U0001f1fa\\U0001f1f8\\U0001f1fa\\U0001f1f8\\U0001f1fa\\U0001f1f8',b'1953',b'1727',b'0',b'7355',b'13049',b'False',b'False',b'False',b'False',b'2017-08-24 17:00:33'
b'@Irkoutsk69 @s_thrs @laviiestbellee ALORS L\\xc0 J\\u2019ESP\\xc8RE AU NOM DE DIEUX QUE TA FILLE SORTE AVEC UN MUSLIM ET QU\\u2019ELLE\\u2026 https://t.co/xYxJcO2vqb',b'1232080497276260377',b'JL Brian',b'Brlvn_',b'Laugh Tale',"b""Faut pas t'en faire chico rel\\xe8ve la t\\xeate la mis\\xe8re m'emm\\xe8ne en balade""",b'693',b'905',b'3',b'8305',b'18715',b'False',b'False',b'True',b'False',b'2017-05-20 18:02:14'
b'Me: *orders 1000 cones of henna/mehndi* and *cries in Muslim* https://t.co/WzrWi52zWG',b'1232080497100107778',b'\\u1d0d\\u1d00\\u0280\\u028f\\u1d00\\u1d0d\\u2077\\U0001f308',b'Euphoriarity7',b'reen\\u2661myot5\\u2661amy\\u2661 ',"b""#SEOKJIN\\U0001f451: \\u1d05\\u1d0f\\u0274'\\u1d1b \\u0299\\u1d07 \\u0280\\u026a\\u1d05\\u026a\\u1d04\\u1d1c\\u029f\\u1d0f\\u1d1cs, \\u1d05\\u1d0f\\u0274'\\u1d1b \\u1d0a\\u1d0f\\u1d0b\\u1d07 \\u1d00\\u0274\\u028f\\u1d21\\u029c\\u1d07\\u0280\\u1d07\\n #Zayn\\u2661 #ot7 #tk\\u2661""",b'578',b'466',b'21',b'12545',b'8513',b'False',b'False',b'True',b'False',b'2017-09-26 18:34:52'
"b'""I Am Hijabi, Muslim, Black..."": Rep. Ilhan Omar Posts List Describing Herself to Troll Conservatives; Rival Candid\\u2026 https://t.co/CEFiVcaTiZ'",b'1232080491496562693',b'Billie P.',b'sophiesmom1018',b'Illinois',"b'former Democrat,  #MAGA, worked 35 yrs in factories,  with stints at fast food places, Walmart. Christian,  born again,  conservative, Only interested in Trump!'",b'14710',b'15867',b'15',b'102831',b'73289',b'False',b'False',b'False',b'False',b'2009-03-16 13:34:04'
b'@RaghibMohammadi Mushalim  Ke  Uthan  Ke  Virodhi  Khud  Taliwani  Wa  ISIS  Jaise  Muslim  Sangathan  Wa  Hamas  Jaise  Sangathan  Hai',b'1232080448320233473',b'Sushil Kumar Singh',b'SushilK83859480',"b'Delhi, India'",b'I Am Sushil Singh  From  New  Delhi I Am  Social  Worker And President  Delhi Pradesh Bharat Prabhat Party',b'586',b'2209',b'1',b'12643',b'5391',b'False',b'False',b'True',b'False',b'2019-05-31 05:42:26'
b'@IvankaTrump what hypocrites. Visiting a Muslim country while you support anti-Muslim rhetoric and measures in our\\u2026 https://t.co/w6Td7xzTz9',b'1232080446810443776',b'Gayle',b'CoachGayle',b'Chesapeake Bioregion',"b'Positive psych coach, progressive feminist, writer, butterfly gardener, meditator, Lexulous addict. She/her.'",b'533',b'845',b'18',b'6377',b'14511',b'False',b'False',b'False',b'False',b'2009-01-25 21:15:45'
b'Sesungguhnya Allah ridho pada seorang hamba yang menikmati makanan atau meneguk minuman lalu memuji Allah sesudahnya. (HR.Muslim)',b'1232080430699991040',b'#PecintaAnakYatim',b'PcintaAnakYatim',b'Jakarta',b'BNI 0272481794 | MANDIRI 1180022288996 | BCA 380400888 an @PcintaAnakYatim  #BuatMerekaTersenyum\\nYoutube : Pecinta Anak Yatim',b'37603',b'2914',b'74',b'137564',b'313',b'False',b'False',b'False',b'False',b'2009-08-20 04:14:07'
"b'We saw death rates unsung heir faced by Vietnam\\u2019s Calls out being getting Muslim Wedding and Everybody\\u2019 as Her Demons,'",b'1232080414812131328',b'Random News',b'RandomNews5',b'',"b'Random headlines from @TheOnion, @CNN, @BBC, @NPR, @nytimes, and @BuzzFeedNews. Bot managed by @rchomium'",b'32',b'20',b'9',b'65743',b'1',b'False',b'True',b'True',b'False',b'2014-02-28 05:52:05'
"b'\\u201cMuslim itu bersaudara bagi muslim yang lainnya, Jangan menzaliminya dan jangan memasrahkannya\\u201d (HR. Bukhori-Muslim)'",b'1232080401230790657',b'Riyadh_bazlomm',b'riyadhelbaslum',"b'Singaraja, Bali'",b'Optimis \\u263a',b'57',b'122',b'0',b'40687',b'2',b'False',b'False',b'True',b'False',b'2012-11-04 08:47:02'
b'@BDUTT Stop calling them pro CAA. Let\\u2019s call them what they are - Anti Muslim. They don\\u2019t give a damn about CAA.. t\\u2026 https://t.co/gUz5PficlC',b'1232080383312908289',b'Wahab Ali',b'WahabAl21778800',b'',"b'Good Food, Good Laugh, Good Life n I\\u2019m Sorted:-))'",b'9',b'236',b'0',b'354',b'20',b'False',b'False',b'True',b'False',b'2019-11-26 20:42:20'
"b'@BiggsDCat @wdunlap @tedcruz @Jaysock2 The difference is, that the  Muslim religion does not tolerate or validate p\\u2026 https://t.co/x55dwwfIH3'",b'1232080380460699649',b'Corpus delicti',b'Miss313_27',b'USA',"b'\\u2022Trying to make sense in a world that doesn\\u2019t care. \\u2022Truth above all else \\u2022Too verbose for Twitter, when others tell it so well. A good meme says it all.'",b'304',b'476',b'1',b'18733',b'18962',b'False',b'False',b'False',b'False',b'2008-12-13 13:08:50'
b'True.  One other president has behaved similarly.  The Republicans in Congress were not paralyzed by fear of him:\\u2026 https://t.co/1lIaLLbIAr',b'1232080371489157127',b'George Frink',b'gwfrink3',"b'Raleigh, N.C. 27605'","b'Commits journalism/digital lit/AI experiments, passionate about privacy & net security, geeks in  java, lisp, c++, R, SQL ... #amwriting novels,'",b'3499',b'3313',b'156',b'61965',b'42007',b'False',b'False',b'False',b'False',b'2007-10-30 21:47:39'
b'@ken_mrizal Bodohnya. Namanya pemganut islam ya muslim.\\nKnp amda tidak beragama tapi menyebut diri anda muslim? \\nYaampun bodoh.bdoh',b'1232080329000677378',b'Pejuangkeadilan',b'Pejuangkeadil13',b'',b'',b'7',b'35',b'0',b'1578',b'26',b'False',b'True',b'True',b'False',b'2019-08-18 03:55:48'
b'@9livez1 @IdentitarianC @Amanhas50935590 @BBC Here you go I googled benefit of Islam for you.\\n\\nhttps://t.co/WIxtay7CsH',b'1232080302358528000',b'Andy Lumm',b'andylumm',b'Sheffield',b'',b'291',b'1769',b'2',b'13265',b'1642',b'False',b'False',b'True',b'False',b'2009-08-23 20:31:07'
b'@anuragkashyap72 @ReallySwara Aur aap Kya Muslim hai',b'1232080291067502592',b'Anuj',b'Anuj10407680',b'',b'I love twitter',b'3',b'16',b'0',b'710',b'1085',b'False',b'True',b'True',b'False',b'2019-11-26 01:30:58'
b'#RZInspirasi Seorang muslim yang baik adalah yang tangan dan lisannya tidak menyakiti orang lain. HR. Bukhari',b'1232080262739058688',b'Rumah Zakat',b'rumahzakat',b'Bandung - Indonesia',"b'Akun Resmi Rumah Zakat Lembaga Filantropi Internasional, pengelola #Zakat, #Infak, #Sedekah dan dana Kemanusiaan. Call Centre 0804 100 1000 | WA  0815 7300 1555'",b'248167',b'1774',b'275',b'322374',b'3062',b'False',b'False',b'False',b'False',b'2010-01-30 14:52:12'
b'@levonistaro Iranian intervention had saved the Christian population of Syria from absolute destruction by #US back\\u2026 https://t.co/qojDN6QjSU',b'1232080237795725313',"b""Neil O'Donnell""",b'NeilODonnell00',b'',"b""'Tell the Truth & Shame the Devil' a book by Gerard Menuhin\\n\\n#TheGreatReplacement a genocide in the making brought to you by #Zionism #Marxism & #Globalism""",b'738',b'2362',b'4',b'12500',b'2318',b'False',b'False',b'True',b'False',b'2019-11-29 18:09:18'
b'@yzmin_2 @roski2muggy Muslim men are allowed to marry Christians and Jews',b'1232080207512768513',b'dd',b'DeeXdeee',b'',b'| \\U0001f1f1\\U0001f1e7',b'92',b'522',b'0',b'809',b'1345',b'False',b'False',b'True',b'False',b'2019-03-28 17:26:31'
"b'@mahyeldi_sp @yettiaka @adekdedees Yang saya tau, berhijab itu kewajiban setiap umat muslim. Di Al Quran juga di pe\\u2026 https://t.co/FsoRE3nuns'",b'1232080206795423749',b'\\u028f \\u1d05 \\U0001f54a \\u2741',b'ysrndr',b'Earth',b'',b'16',b'59',b'0',b'2400',b'222',b'False',b'False',b'True',b'False',b'2019-07-20 16:37:50'
b'@Muslim_UMS @Saruta_97 \\u0641\\u062d\\u0636\\u0631\\u062a\\u0643 \\u0643\\u0646\\u062a \\u0648\\u0641\\u0631\\u062a \\u0645\\u062c\\u0647\\u0648\\u062f\\u0643 \\u0648\\u0642\\u0648\\u0644\\u062a \\u062f\\u0639\\u0646\\u0627 \\u0645\\u0646 \\u0627\\u0644\\u062f\\u064a\\u0646 \\u0648\\u062e\\u0644\\u064a\\u0646\\u0627 \\u0641 \\u0627\\u0644\\u0633\\u064a\\u0627\\u0633\\u0647 \\u0648\\u062e\\u0644\\u0627\\u0635 \\n\\u0648\\u0628\\u0644\\u0627\\u0634 \\u0627\\u0644\\u062a\\u0644\\u0648\\u064a \\u062f\\u0647\\n\\u0644\\u0630\\u0644\\u0643 \\u0627\\u0646\\u0627\\u2026 https://t.co/A3gI5g1nmC',b'1232080202337001474',b'\\u0645\\u062d\\u0645\\u062f \\u0628\\u0646 \\u0633\\u0639\\u062f \\u0627\\u0644\\u0634\\u0639\\u0631\\u0627\\u0648\\u064a',b'gP9Uzc1G6IEG4nb',b'',b'\\u200f\\u0645\\u0627 \\u0646\\u062d\\u0646\\u064f \\u0625\\u0644\\u0627 ... \\u0645\\u0627 \\u0646\\u064f\\u062e\\u0641\\u064a\\u0647 \\u0645\\u0646\\u0627 \\u2764\\ufe0f',b'367',b'778',b'0',b'1208',b'275',b'False',b'False',b'True',b'False',b'2019-12-17 01:09:22'
"b'Really? Imagine my shock, my horror!\\n\\n\\u2066@MuslimCouncil\\u2069 CONNECTED to controversial Muslim Brotherhood https://t.co/hDW80k27fS'",b'1232080179146698753',b'LM',b'LMY746',b'Warwickshire',b'Respectful of others opinion unless lied to. Zero tolerance of abuse of any kind.',b'1729',b'1102',b'0',b'15476',b'13836',b'False',b'False',b'True',b'False',b'2017-08-30 15:44:23'
"b'If your father or your uncle sexually abused you as a kid, speak up, speak out and tell people, tell someone ...mus\\u2026 https://t.co/uyXkRBD0VW'",b'1232080164068249600',b'Gnama Griffin',b'liveN2love',"b'Manhattan, NY'","b'Warrior, Survivor, Super Mom, \\nBusiness Owner, Entrepreneur\\n Author & Financial Services Coach\\nFrench,English & Spanish\\nStudying languages'",b'2480',b'3827',b'21',b'90459',b'21733',b'False',b'False',b'False',b'False',b'2014-02-28 19:47:52'
b'@PratikMahetani @Marwari__gujju @Kritika_Kamra Bhakt to hota h good idealogy follow  krne wala \\nAndh bhakt wo jo es\\u2026 https://t.co/aLuERBAM5b',b'1232080159974363141',b'Nationalist',b'partner4_u',b'India',b'Andhbhakt',b'2',b'52',b'0',b'345',b'415',b'False',b'False',b'True',b'False',b'2019-08-01 23:05:51'
"b'U.S. CONGRESSMUSLIM ILHAN OMAR (D-MN) considers herself many things, not suprisingly, \\u201cAmerican\\u201d isn\\u2019t one of them\\u2026 https://t.co/GkEgLc0tOH'",b'1232080139367993345',b'The Pork Chop Express.',b'Nobby_greens',b'',"b""If you don't stand for something you'll fall for anything.\\n\\nClass 5 full roaming vapor.\\n\\n\\n#MAGA #BREXIT #NFFC""",b'3903',b'2832',b'134',b'118815',b'753',b'False',b'False',b'False',b'False',b'2011-05-12 11:19:14'
b'@IndradeepKhan I don\\u2019t agree with this observation. Hindus are fast turning into Hutus. They are openly abetting Mo\\u2026 https://t.co/vdI1hnd97R',b'1232080105205268480',b'Rajiv Prinja',b'M2L2T5',b'',"b""Trained as a scientist/engineer, history buff courtesy to home where I lived with people who gave everything for India's freedom. RTs not endrosements""",b'266',b'152',b'16',b'258463',b'65298',b'False',b'False',b'True',b'False',b'2016-02-15 16:57:36'
"b""Not a single tweet by her on loss of 3 Muslim lives. Not a single tweet on burning of Muslim properties. \\nI don't h\\u2026 https://t.co/Mj0ulW0qcq""",b'1232080103305179136',b'Faizzzz\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3',b'Faizz634',b'',b'All about resistance.',b'551',b'2360',b'2',b'35145',b'68282',b'False',b'False',b'True',b'False',b'2019-04-28 18:55:27'
b'@smtravis @Fla_Mom @DeAngelisCorey @JenVanderputten @Bethany11588401 @AustenErblat @AMarranara @SunSentinel How dis\\u2026 https://t.co/wKWPLbwdpz',b'1232080091108270080',b'MzPoliTweetz \\U0001f380',b'MzPoliTweetz',b'',b'A vote is like a rifle: its usefulness depends upon the character of the user. -- Theodore Roosevelt \\n\\nSnarky tweets are my speciality \\U0001f60f\\n\\n#MAGA #KAG',b'6720',b'6177',b'5',b'69766',b'47869',b'False',b'False',b'True',b'False',b'2016-10-08 17:02:24'
