b'\\u0915\\u092a\\u0921\\u093c\\u094b\\u0902 \\u0938\\u0947 \\u0928\\u0939\\u0940\\u0902 \\u092a\\u0939\\u091a\\u093e\\u0928 \\u0938\\u0915\\u0924\\u0947\\n\\u0928\\u093e\\u0930\\u094b\\u0902 \\u0938\\u0947 \\u092a\\u0939\\u091a\\u093e\\u0928\\u094b\\n\\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092e\\u0947\\u0902 \\u0906\\u0917 \\u0932\\u0917\\u093e\\u0928\\u0947 \\u0935\\u093e\\u0932\\u094b\\u0902 \\u0915\\u094b \\U0001f621\\U0001f621  @ShayarImran #DelhiBurning https://t.co/iKtrAoll8J',b'1232131062332973056',b'SHAIKH MERAZ UDDIN',b'OfficialMeraz',"b'Kunda, India'",b'student',b'115',b'197',b'0',b'348',b'2329',b'False',b'False',b'True',b'False',b'2017-06-18 23:28:57'
b'Yeh #Do_Lund trump kon hai bhai?????\\U0001f923\\U0001f923\\U0001f923\\n#NamasteyTrump #TrumpInIndia #TrumpIndiaVisit #GoBackTrump #Maujpur\\u2026 https://t.co/D4QmF0Ft4o',b'1231943570912894983',b'Uzair Aziz',b'uzair_2020',b'Pakistan',b'',b'388',b'1158',b'2',b'3250',b'3763',b'False',b'False',b'True',b'False',b'2013-02-20 17:06:39'
b'#NamasteyTrump and Simple yet classy Fashion statements by  US First lady #MelaniaTrump and #IvankaTrump #fashion\\u2026 https://t.co/7yPHqMnZpR',b'1231943528374124545',b'filmykeema',b'filmykeema',b'',"b'filmykeema- Your daily source for the best in - #BollywoodNews, #HollywoodNews,#SouthIndianMovies, #moviereviews, #celebfashion,celeb talk, #TVshows & more...'",b'61',b'254',b'0',b'1413',b'382',b'False',b'False',b'True',b'False',b'2019-09-03 09:55:38'
"b'One of the most beautiful , lovely @IvankaTrump in front of Temple of love #TajMahal . Welcome You @IvankaTrump .\\u2026 https://t.co/EY9UsuOVkV'",b'1231943401173549058',b'Gautam Rishi',b'imgautam_rishi',b'',"b'Political researcher, strategist & writer'",b'3',b'16',b'0',b'49',b'143',b'False',b'False',b'True',b'False',b'2019-02-11 07:14:58'
b'@IvankaTrump future president #IvankaTrump of \\U0001f1fa\\U0001f1f8meets future Prime Minister of\\U0001f1ee\\U0001f1f3 #Yogi.\\n\\n#TrumpIndiaVisit\\u2026 https://t.co/WbfMZpXERr',b'1231943282718117889',b'Joydeep Roy',b'IjoydeepRoy',"b'DefenceColony,Kandivali,Mumbai'","b'PhD-Quantum Physics, Ex-IIT. For MoD, India.'",b'2920',b'2288',b'4',b'7241',b'29854',b'False',b'False',b'False',b'False',b'2017-03-22 02:24:14'
b'#IvankaTrump https://t.co/LDpXRIjAW3',b'1231943264355397634',b'Vishal Gaur',b'VishalG05319826',b'',b'a youth who knows what is right or wrong for his country/ criticise the wrong thing is my duty/...\\nhttps://t.co/rvIxylto1m',b'10',b'28',b'0',b'121',b'127',b'False',b'False',b'True',b'False',b'2020-01-29 02:29:19'
b'@IvankaTrump Yes. And made hideous with you standing in front of it. #IvankaTrump',b'1231943016795058177',b'Alfred Wasilewski',b'gmenblogger',"b'40.619198,-74.643943'","b'Healthcare PR exec., tennis player, culinary genius, raconteur, funnyman, know it all, NY Giants super fan. Follow my food blog on Facebook: Eataly 2020.'",b'126',b'495',b'7',b'1918',b'48',b'False',b'False',b'False',b'False',b'2009-03-11 02:00:45'
b'Pic1 :Desi Girl                                           Pic2 : Pardesi Girl          #IvankaTrump #Ivanka\\u2026 https://t.co/UcSv5BM4NC',b'1231942899941728256',b'Dhiraj',b'DhirajK52008047',"b'Pune, India'",b'Proud Indian. Proud Maratha. Patriot. Optimist. Lifeholic.  Animal lover. Cricket lover.',b'16781',b'13859',b'3',b'1673',b'110042',b'False',b'False',b'True',b'False',b'2017-11-09 21:03:31'
"b""US President Donald Trump writes in the visitor's book at Sabarmati Ashram \\n\\n#TrumpVisit\\n#IndiaWelcomesTrump\\u2026 https://t.co/wbGIXzCEZF""",b'1231942820744683520',b'News Of The Day -2020',b'NewsOfTheDayin',b'',b'News Of The Day 2020',b'5',b'14',b'0',b'579',b'71',b'False',b'False',b'True',b'False',b'2020-01-22 15:32:08'
b'More Bernie Bro vile behavior @CNNTonight @jaketapper @CNN @TheLeadCNN \\U0001f447\\U0001f447\\U0001f447\\n#BernieInTX #ElizabethWarren\\u2026 https://t.co/jwZojlba6U',b'1231942775144402945',b'Ted Sorensen\\u2019s Ghost',b'sorensen_ghost',b'MS',"b'Democrat, fmr. SC operative, history junkie, 2018 is the blueprint for victory,Trump is the greatest threat ever, Open to DMs to help your candidate win (D)'",b'133',b'767',b'0',b'5244',b'4111',b'False',b'False',b'True',b'False',b'2020-02-05 01:12:50'
"b'Beauty by Nature,with a Beauty of Construction....#IvankaTrump https://t.co/fyHPWPyW6O'",b'1231942711399403522',b'Akhil Malae',b'MalaeAkhil',b'India',b'',b'12',b'37',b'0',b'41',b'834',b'False',b'False',b'True',b'False',b'2018-06-28 12:25:22'
b'Ivanka is looking more beautiful then Taj Mahal @IvankaTrump \\n#IvankaTrump  #NamasteTrump #TajMahal https://t.co/SuDdOJvko8',b'1231942693388980226',b'Yallappa G.\\U0001f1ee\\U0001f1f3',b'YallappaGulbar1',b'India',b'Proud Indian l Hyper Nationalist  I Social Activities I Hindu I #RSS  I Political Adviser I \\u0cae\\u0ca4\\u0ccd\\u0ca4\\u0cc1 \\u0c95\\u0ca8\\u0ccd\\u0ca8\\u0ca1\\u0cbf\\u0c97  I',b'722',b'308',b'0',b'5798',b'41470',b'False',b'False',b'True',b'False',b'2019-08-07 08:45:05'
b'#IvankaTrump poses at #TajMahal with Husband #JaredKushner \\n#NamasteTrump #NamasteyTrump #TrumpModiMeet https://t.co/43qeqb5g8P',b'1231942648753049602',b'BuzZ Basket',b'ursBuzzBasket',b'',"b'Welcome to Buzz Basket. Movies, Box-office Collections, Politics, Sports, Photos, Memes and many more you can find here. stay tuned for more updates \\U0001f609'",b'3685',b'0',b'5',b'5573',b'369',b'False',b'False',b'False',b'False',b'2017-01-24 22:11:08'
b'@IvankaTrump Love You....\\u2764\\U0001f91f\\U0001f4af\\U0001f3cf\\U0001f3cf #IndiaWelcomesTrump #TrumpIndiaVisit #TrumpInIndia #IvankaTrump #DonaldTrump',b'1231942326970224645',b'Shekhar Giri',b'Shekhar_the_one',"b'Hyderabad, India'","b'\\u0c24\\u0c46\\u0c32\\u0c02\\u0c17\\u0c3e\\u0c23 \\U0001f60d, KARMA believer \\U0001f60e , Athiest... Student of ECE dept , Cric Lvr..\\U0001f1ee\\U0001f1f3\\U0001f3cf , Retweets indulgences... not endorsements'",b'163',b'473',b'0',b'2667',b'43967',b'False',b'False',b'False',b'False',b'2017-10-30 10:33:27'
b'#TrumpInIndia #NamasteyTrump #TrumpIndiaVisit #IvankaTrump',b'1231942012066246656',b'Kabir Kulkarni',b'kabir88kulkarni',"b'\\u092e\\u0939\\u093e\\u0930\\u093e\\u0937\\u094d\\u091f\\u094d\\u0930, \\u092d\\u093e\\u0930\\u0924'","b""Don't Marry, save money and Travelling the world""",b'33',b'128',b'0',b'386',b'7052',b'False',b'False',b'True',b'False',b'2017-09-11 10:07:14'
"b'@IndiaToday @patelanandk @kamaljitsandhu No #acchedin 4 congress seems begging for invite to duplicates,,what else,\\u2026 https://t.co/ijgnLbJIQp'",b'1231941925843787777',b'Tatabhatla',b'prasad_trv',b'',b'waiting for twitter suspension',b'7',b'2',b'0',b'349',b'8',b'False',b'False',b'True',b'False',b'2018-08-27 18:10:43'
b'@IvankaTrump So cute girl #IvankaTrump',b'1231941896890650624',b'Jatin ahir 09\\U0001f4a5\\U0001f493',b'jatinahir09',b'Kodinar',"b'I am the best \\U0001f4af\\U0001f642 keep smile \\U0001f642, respect your parents and respect every women, \\U0001f1ee\\U0001f1f3\\nI love my India \\U0001f1ee\\U0001f1f3\\nmy Instagram id @jatin_ahir_09\\n#jatinahir #jatinahir09'",b'523',b'503',b'0',b'550',b'12133',b'False',b'False',b'True',b'False',b'2017-11-03 13:45:22'
"b'@WilliamSingourd @realTrumpClone @realDonaldTrump Saw a clip of #IvankaTrump, feckless clot, wandering around as if\\u2026 https://t.co/M83aOnCYfJ'",b'1231941810706096129',b'Magnolia Viper',b'OleanderNectar',b'',"b'Southern liberal. Blocked by Sebastian Gorka, the NRA, Diamond & Silk. Blocked by prosperity preacher parasites Joel Osteen and Paula White. #Resist'",b'19514',b'20009',b'6',b'75679',b'213889',b'False',b'False',b'True',b'False',b'2017-11-25 20:21:51'
b'\\u091f\\u094d\\u0930\\u092e\\u094d\\u092a \\u0939\\u0941\\u090f \\u092d\\u093e\\u0930\\u0940 \\u0925\\u0915\\u093e\\u0928 \\u0915\\u0947 \\u0936\\u093f\\u0915\\u093e\\u0930...\\n\\n\\u0936\\u0939\\u0940\\u0928\\u092c\\u093e\\u0917 \\u092e\\u0947 \\u0906\\u0930\\u093e\\u092e \\u0915\\u0930\\u0928\\u0947 \\u0915\\u0940 \\u091c\\u0924\\u093e\\u0908 \\u0907\\u091a\\u094d\\u091b\\u093e\\n\\u0916\\u0947\\u0932 \\u0938\\u0915\\u0924\\u0947 \\u0939\\u0948\\u0902 \\u0932\\u092e\\u094d\\u092c\\u0940 \\u092a\\u093e\\u0930\\u0940\\u0964\\u0964\\n\\n\\U0001f602\\U0001f602\\U0001f602\\U0001f602\\U0001f602\\U0001f602\\U0001f602\\U0001f602\\u2026 https://t.co/Y7gJ6N2kqu',b'1231941771350986753',b'V\\xceK\\xc5\\u015aH \\u0158\\xc5J',b'imvikash7654',b'India',b'\\u0938\\u093f\\u0930\\u094d\\u092b \\u0915\\u0949\\u092a\\u0940 \\u092a\\u0947\\u0938\\u094d\\u091f',b'429',b'211',b'0',b'12794',b'11737',b'False',b'False',b'True',b'False',b'2017-08-11 01:12:24'
b'Can Any 1 Tell What is Full Form of @POTUS #POTUS \\n\\n#TrumpInIndia #TrumpIndiaVisit #TrumpModiMeet\\u2026 https://t.co/J0Ec7CNauq',b'1231941731802738688',b'Salam Shaadi',b'SalamShaadi',b'India',b'#SalamShaadi.com #MobileAPP | #Website | Weekly #Matrimonial Paper | TTV Pro | MQ Channel Pro |  Nisha TV Pro | Huda TV Pro | FM TV Pro | Roshani TV Program',b'498',b'657',b'4',b'1765',b'207',b'False',b'False',b'False',b'False',b'2013-06-02 19:53:58'
"b'Indian Media says this "" Crowd in #Motera_stadium for welcoming #DonaldTrump  &amp; Narendra Modi..\\n\\n#IvankaTrump  I\'m\\u2026 https://t.co/Na2p5Hsmls'",b'1231941700895023104',b'Abhishek Mishra MSDIAN',b'msdian_abhi',"b'Pratapgarh, UP,India'",b'INDIAN since Birth\\nMSDIAN by grace of DHONi',b'100',b'97',b'0',b'1002',b'28699',b'False',b'False',b'True',b'False',b'2017-01-05 00:17:38'
b'The Art                             The Artist\\n\\n#Delhi #CAAProtest\\n#DelhiBurning #Jafrabad #Maujpur #TrumpInIndia\\u2026 https://t.co/VXU4dMSgaI',b'1231941648873066497',b'prashant jain',b'itsrealpk',b'India',"b'Journalist, Writer, Educationalist\\n\\U0001f4faNews Network Of Rajasthan\\U0001f441\\ufe0f\\n\\U0001f493Rajasthan is my heartbeat \\U0001f493\\n\\U0001f49bKyunki Dil Hein Rajasthani'",b'226',b'3537',b'0',b'15654',b'19234',b'False',b'False',b'False',b'False',b'2012-07-09 04:06:44'
"b'\\u201cTraveling \\u2013 it leaves you speechless, then turns you into a storyteller.\\u201d \\u2013 Ibn Battuta\\nBook your ride Online -\\u2026 https://t.co/itt8t20Ugq'",b'1231941609446461441',b'MyRyds',b'MyRyds',b'',b'MyRyds - Rent & Ride',b'5',b'1',b'0',b'119',b'9',b'False',b'False',b'True',b'False',b'2019-09-19 08:05:08'
b'#Gobacktrump #IvankaTrump #moditrump @realDonaldTrump @narendramodi https://t.co/x2Sw8QVONC',b'1231941565418889219',b'Rifaz Sathick',b'rifazahamed_',b'Pamani',"b'Ardent  fan of Thala Ajith Kumar , @msdhoni and ulaganayagan @ikamalhaasan #TheeParavattum \\U0001f525\\U0001f525'",b'422',b'959',b'0',b'1037',b'25135',b'False',b'False',b'True',b'False',b'2014-01-30 14:07:18'
b'Sometimes I wonder if this is the only outcome of the head of state visits to India. At least they get to take a pi\\u2026 https://t.co/s88JEmzjVW',b'1231941512629497856',b'Mugunthan \\u0bae\\u0bc1\\u0b95\\u0bc1\\u0ba8\\u0bcd\\u0ba4\\u0ba9\\u0bcd',b'Mugunthan_K7',"b'New Delhi, India'",b'Journalist| Currently covering grains market',b'108',b'592',b'0',b'346',b'4453',b'False',b'False',b'True',b'False',b'2011-03-18 14:39:13'
b'@realDonaldTrump reached Delhi! \\nDelhi welcomes you with whole heart!\\n\\n#IndiaWelcomesTrump #TrumpInIndia #NamasteyTrump #IvankaTrump',b'1231941351236915201',b'Varun Gupta',b'2907Varun',"b'New Delhi, India'","b'Optimistic\\nIndian\\nEngineer.\\nPatriotic\\nCommon Man.\\nNot Blind.\\nShort Tempered (But Rarely anyone has seen!)\\n\\nSahi ko sahi, Galat ko galat kehne ki Himmat hai!'",b'42',b'362',b'0',b'642',b'794',b'False',b'False',b'True',b'False',b'2016-04-16 11:51:37'
b'https://t.co/xFYRwKxCTB\\n\\nAutomation just got easier with my super advanced and high tech #Bots and #code\\u2026 https://t.co/vbkvpDQCIt',b'1231941174040170497',b'Ali',b'Ali31177534',b'',b'code geek available at  https://t.co/C52La0hPO8',b'28',b'323',b'0',b'140',b'334',b'False',b'False',b'True',b'False',b'2020-02-05 14:48:45'
b'Desi aur pardesi girls....\\U0001f915 #NamasteyTrump #Bollywood #IvankaTrump #desigirl #PriyankaChopra https://t.co/W2WCsQasX8',b'1231941016443215877',b'Anand  Surwase',b'Anandraje29',b'Patana',"b'Only PR _  #Journalist\\n\\nLife is useless, if there is no adventure in it! \\n\\nattraction of Sahyadri Mountain Range'",b'179',b'990',b'0',b'4739',b'19207',b'False',b'False',b'False',b'False',b'2015-12-11 07:05:16'
b'https://t.co/bhbH4fW2HG\\n\\nI know you have an imagination and a dream...let me make it into a reality!\\n\\n#DonaldTrump\\u2026 https://t.co/Awt88EYb1W',b'1231940785370750976',b'Ali',b'Ali31177534',b'',b'code geek available at  https://t.co/C52La0hPO8',b'28',b'323',b'0',b'140',b'334',b'False',b'False',b'True',b'False',b'2020-02-05 14:48:45'
b'Cong takes pot shot at Trump for not mentioning Mahatma\\n\\n#IvankaTrump @realDonaldTrump @IvankaTrump @ManishTewari \\n\\nhttps://t.co/GbBgRcfRcy',b'1231940602394099712',b'News24 India',b'news24tvchannel',b'Noida',"b'Official Twitter handle of News24, Leading Hindi News Channel'",b'219707',b'203',b'861',b'422833',b'550',b'False',b'False',b'False',b'False',b'2009-04-22 06:29:23'
"b'@aajtak \\u092d\\u094b\\u0938\\u0921\\u093c\\u0940 \\u0935\\u093e\\u0932\\u094b\\u0902 \\u091a\\u0940\\u0915\\u094d\\u0938 \\u0930\\u0947 \\u092e\\u0924 \\u0915\\u0930 \\u0926\\u0947 \\u0928\\u093e \\u0935\\u0930\\u0928\\u093e \\u0917\\u093e\\u0902\\u0921 \\u092b\\u093e\\u0921\\u093c \\u0926\\u0947\\u0917\\u093e \\u0924\\u0941\\u092e\\u094d\\u0939\\u093e\\u0930\\u0940 \\u0935\\u094b @realDonaldTrump \\u0924\\u093e\\u090a \\u0938\\u092e\\u091d\\u0947 \\u091a\\u0942\\u0924\\u093f\\u092f\\u094b\\u0902 , \\u0915\\u0930\\u0928\\u093e\\u2026 https://t.co/IE9B0HtPmW'",b'1231940484320219141',b'Rajat Vaishnav \\U0001f64f\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3',b'Rajat07lover',"b'\\u092e\\u0939\\u093e\\u0926\\u0947\\u0935 \\u0915\\u0940 \\u0928\\u0917\\u0930\\u0940, INDIA.'","b'\\u092a\\u094d\\u092f\\u093e\\u0930 \\u0915\\u0930 ,\\u0928\\u095e\\u0930\\u0924 \\u0928\\u0939\\u0940\\u0902 \\u0914\\u0930 \\u0926\\u0947\\u0936 \\U0001f1ee\\U0001f1f3 \\u0938\\u0947 \\u092c\\u095d \\u0915\\u0930 \\u0915\\u0941\\u091b \\u0928\\u0939\\u0940\\u0902\\nLOVE = music,\\u091a\\u093f\\u092f\\u093e,@msdhoni @iamsrk NATION INDIA \\U0001f1ee\\U0001f1f3\\U0001f4aa\\u2764,CRICKET & ANIMALS \\n\\u091c\\u092f \\u0939\\u093f\\u0902\\u0926, \\u091c\\u092f \\u092d\\u093e\\u0930\\u0924, \\u092d\\u093e\\u0930\\u0924 \\u092e\\u093e\\u0924\\u093e \\u0915\\u0940 \\u091c\\u092f\\u0964'",b'180',b'227',b'2',b'15931',b'52721',b'False',b'False',b'True',b'False',b'2018-06-29 07:38:18'
b'#TrumpInIndia \\n#NamasteyTrump \\n#TrumpModiMeet \\n#IvankaTrump \\n#DonaldTrump https://t.co/KYxTC3TaTu',b'1231940427659534336',b'\\U0001f1ee\\U0001f1f3Indresh kumar\\U0001f1ee\\U0001f1f3',b'_Indresh_kumar',"b'Dhaulpur, Rajasthan'",b'\\u091c\\u092f \\u0936\\u094d\\u0930\\u0940 \\u0930\\u093e\\u092e\\xb0 \\U0001f6a9\\u0936\\u093f\\u0915\\u094d\\u0937\\u0915\\xb0\\u270d\\ufe0f\\u092d\\u093e\\u0930\\u0924\\u0940\\u092f\\xb0\\xb0\\U0001f1ee\\U0001f1f3 @KishoreAjwani @BjpSarojini @SatishSharmaMla @Sunariwal_MLA @caopmishra @UP_Textile @SharmaKhemchand @Rajput_Ramesh',b'9912',b'2888',b'0',b'2206',b'15168',b'False',b'False',b'True',b'False',b'2019-09-22 03:57:30'
"b'Taj Mahal is not just a monument, but a symbol of love. #cutecouple @IvankaTrump @jaredkushner\\n#IvankaTrump\\u2026 https://t.co/Rx5SfZheqz'",b'1231940344477929472',b'Syed Najaf Ishan\\xae',b'iamsnih',b'India',"b""I've worked too hard and too long to let anything stand in the way of my goals.Follow me \\U0001f449 @twitter @iamsnih \\U0001f600\\U0001f64f""",b'158',b'1',b'1',b'334',b'97',b'False',b'False',b'False',b'False',b'2011-01-18 05:44:34'
b'Me and #IvankaTrump together at Presidential Dinner \\U0001f60d\\U0001f57a\\U0001f483\\U0001f3fb\\n#TrumpInIndia https://t.co/bZwHceNto5',b'1231940300299309056',b'\\U0001f525 \\u2231\\u222a\\u2115\\u03ba\\u03b3\\u03b2\\u03b1\\u03b2\\u03b1 \\U0001f525',b'nillkool9',b'Everywhere',"b'\\u092e\\u093e\\u0901 \\u0938\\u0947 \\u092c\\u0921\\u093c\\u093e \\u0915\\u094b\\u0908 \\u092f\\u094b\\u0926\\u094d\\u0927\\u093e \\u0928\\u0939\\u0940\\u0902 \\u0939\\u094b\\u0924\\u093e\\u0964 \\u0928\\u093e\\u0938\\u094d\\u0924\\u093f\\u0915, \\u0905\\u0918\\u094b\\u0930\\u0940, \\u0928\\u093f\\u0936\\u093e\\u091a\\u0930...\\u092c\\u0938 \\u092f\\u0939\\u0940 \\u092a\\u0939\\u091a\\u093e\\u0928 \\u092e\\u0947\\u0930\\u0940\\u0964 \\u092e\\u094b\\u0939\\u092e\\u093e\\u092f\\u093e \\u0938\\u0947 \\u0939\\u0942\\u0901 \\u092a\\u0930\\u0947\\u0964 \\u2620\\ufe0f'",b'2154',b'413',b'7',b'66430',b'55263',b'False',b'False',b'True',b'False',b'2017-12-10 13:36:53'
b'Ye hai #Taaj   aur Ye hai  #WaahTaaj\\n#IvankaTrump \\U0001f609 https://t.co/5Ghfa3uXA9',b'1231940276026916867',b'Mr Perfect',b'GauravjainTweet',b'India',b'Troller Gang',b'3254',b'2645',b'1',b'9057',b'83470',b'False',b'False',b'True',b'False',b'2016-07-23 06:28:09'
b'@IvankaTrump Ivanka is looking more beautiful then Taj Mahal @IvankaTrump \\U0001f60d\\u2764\\n#IvankaTrump #Agra #NamasteTrump https://t.co/JD9BSfT4OM',b'1231940173937676293',b'#NamasteTrump',b'Arvindparmar04',b'India',b'Just smiles \\U0001f642\\n\\n\\u0950 \\u0928\\u092e\\u0903 \\u0936\\u093f\\u0935\\u093e\\u092f\\n.\\n#\\u0939\\u093f\\u0902\\u0926\\u0942 \\u090f\\u0915 \\u0927\\u0930\\u094d\\u092e \\u0939\\u0940\\u0902 \\u0928\\u0939\\u0940\\u0902 \\u092c\\u0932\\u094d\\u0915\\u093f \\u090f\\u0915 \\u0938\\u0902\\u0938\\u094d\\u0915\\u0943\\u0924\\u093f \\u0915\\u093e \\u0928\\u093e\\u092e \\u0939\\u0948 .\\n\\n\\u0914\\u0930\\n\\n \\u092e\\u0941\\u091d\\u0947 \\u0905\\u092a\\u0928\\u0947 \\u0939\\u093f\\u0902\\u0926\\u0942 \\u0939\\u094b\\u0928\\u0947 \\u092a\\u0930 \\u0917\\u0930\\u094d\\u0935 \\u0939\\u0948.\\n#trump\\n#NamasteTrump',b'39',b'365',b'0',b'1616',b'1261',b'False',b'False',b'True',b'False',b'2019-10-04 14:43:52'
"b""#Exclusive #BreakingNews\\n\\n#Modi Failed Badly.\\n#DonaldTrump didn't Push or Shoulder the Anti #Pakistan agenda of\\u2026 https://t.co/3siROmX7AM""",b'1231940118031851532',b'AlphaIntel',b'AlphaIntel2',b'',"b'Reports, Analysis, Inside News from Ground Zero.'",b'57',b'27',b'0',b'438',b'190',b'False',b'False',b'True',b'False',b'2020-01-14 13:08:26'
"b'Does #IvankaTrump realize that the Taj Mahal is an Islamic Building?\\n\\nThis is just facts. Also, her lack of melanin\\u2026 https://t.co/p2xqBG0kSk'",b'1231940108657385473',b'Mysore.Paak',b'thisissmokey',b'Bangalore',"b'Rapper, Scientist, Ghost'",b'816',b'204',b'5',b'2344',b'330',b'False',b'False',b'False',b'False',b'2012-11-14 04:10:52'
b'\\u2018\\u0c24\\u0c3e\\u0c1c\\u0c4d\\u200c\\u2019 \\u0c05\\u0c02\\u0c26\\u0c3e\\u0c32\\u0c15\\u0c41 \\u0c07\\u0c35\\u0c3e\\u0c02\\u0c15 \\u0c2b\\u0c3f\\u0c26\\u0c3e!\\nhttps://t.co/x1v4B4sKoN #IvankaTrump #NamasteyTrump #TrumpInIndia https://t.co/AGv9ozAheS',b'1231940087769788418',b'Sakshi News',b'sakshinews',b'',b'Breaking news from Andhra Pradesh and Telangana. News alerts in Telugu from across the world.',b'76167',b'257',b'293',b'129704',b'111',b'False',b'False',b'False',b'False',b'2013-06-14 15:02:19'
b'#TrumpInIndia #NamasteyTrump #TrumpIndiaVisit #IndiaWelcomesTrump #NamasteTrump #Jafrabad #TrumpModiElectionStunt\\u2026 https://t.co/k8hTY5z5Cp',b'1231940058107629574',b'chandraprakash',b'cpyadav',b'agra ',b'watch tv series | reading indian history | religious |work in bank',b'75',b'56',b'4',b'979',b'57',b'False',b'False',b'False',b'False',b'2009-07-21 04:44:30'
b'@IvankaTrump #IvankaTrump \\n\\u0935\\u093e\\u0939 \\u0924\\u093e\\u091c \\u092f\\u093e \\u0935\\u093e\\u0939 \\u0907\\u0935\\u093e\\u0902\\u0915\\u093e \\u2665\\ufe0f\\nIvanka Trump is looking more beautiful...\\nThen Taj Mahal!\\u2026 https://t.co/QUudSCT38g',b'1231940031259934721',b'Munda Tatawala',b'DTatawala',b'Bharat',"b'Son of a Farmer,\\nTribal from Jharkhand-\\nProudly follow Hinduism. \\n#Political Analyst #Finance Geek. RespectAllReligion #HinduRashtra \\u092d\\u093e\\u0930\\u0924 \\u0938\\u0930\\u094d\\u0935\\u092a\\u094d\\u0930\\u0925 \\U0001f1ee\\U0001f1f3 \\u0938\\u0930\\u094d\\u0935\\u094b\\u092a\\u0930\\u0940'",b'86',b'169',b'0',b'6101',b'4062',b'False',b'False',b'True',b'False',b'2019-03-05 16:55:24'
b'#IvankaTrump',b'1231940000310124545',b'RAM PRAVESH',b'RAMPRAV00797963',b'',"b'\\u0938\\u0930\\u094d\\u0935\\u0947 \\u092d\\u0935\\u0902\\u0924\\u0941 \\u0938\\u0941\\u0916\\u093f\\u0928\\u0903 , \\u0938\\u0930\\u094d\\u0935\\u0947 \\u0938\\u0902\\u0924\\u0941 \\u0928\\u093f\\u0930\\u093e\\u092e\\u092f\\u093e\\u0964'",b'0',b'32',b'0',b'5',b'5',b'False',b'False',b'True',b'False',b'2020-02-24 13:27:22'
b'Bhai shaadi hogyi hai uski \\U0001f602\\U0001f602\\nAur baccha bhi hai \\U0001f605\\n\\n#IvankaTrump',b'1231939844659507200',b'Sajan G Ail',b'Sajansga',b'',b'commerce stream ||\\nProud Indian ||\\nWWE universe India ||',b'62',b'259',b'1',b'5650',b'14712',b'False',b'False',b'True',b'False',b'2016-06-12 07:08:48'
b'@IvankaTrump\\nShowing\\U0001f525 increase\\U0001f525\\U0001f62e  in her followers on @Twitter\\n  After her visit to #India  and her  son \\U0001f631\\U0001f631\\U0001f631\\u2026 https://t.co/X3pEFjgs8e',b'1231939787117871106',b'Ravindra',b'Ravindra9101999',b'India',"b'@ncbn sir \\U0001f64f\\U0001f3fc\\u2665\\ufe0f \\n,Analysing Politics,Technology ,\\U0001f4abCurious\\U0001f9e0,  #creativesoul ,\\U0001f60eAlways updating Myself !!! \\u270a ....'",b'42',b'616',b'0',b'5107',b'9167',b'False',b'False',b'True',b'False',b'2018-02-15 18:35:24'
b'\\u0924\\u093e\\u091c\\u092e\\u0939\\u0932 \\u0938\\u0947 \\u091c\\u094d\\u092f\\u093e\\u0926\\u093e \\u0916\\u0942\\u092c\\u0938\\u0942\\u0930\\u0924 \\u0924\\u094b \\u0907\\u0935\\u093e\\u0902\\u0915\\u093e \\u091f\\u094d\\u0930\\u092e\\u094d\\u092a \\u0932\\u0917 \\u0930\\u0939\\u0940 \\u0939\\u0948 \\n\\U0001f60d\\U0001f60d\\U0001f60d\\n#IvankaTrump https://t.co/5jt4MX3dcB',b'1231939595639513088',b'\\u0928\\u093f\\u0936\\u093e \\u0938\\u093f\\u0902\\u0939 \\u0930\\u093e\\u0920\\u094c\\u095c',b'therealnisha1',b'India',"b'Bio Data \\u091c\\u093e\\u0928\\u0915\\u0930 \\u0915\\u094d\\u092f\\u093e \\u0915\\u0930\\u094b\\u0917\\u0947 | \\u092e\\u0947\\u0930\\u0940 \\u092a\\u094b\\u0938\\u094d\\u091f \\u0938\\u093f\\u0930\\u094d\\u092b \\u0914\\u0930 \\u0938\\u093f\\u0930\\u094d\\u092b \\u0939\\u0901\\u0938\\u0940, \\u092e\\u095b\\u093e\\u0915 \\u0915\\u0947 \\u0932\\u093f\\u090f \\u0930\\u0939\\u0924\\u093e \\u0939\\u0948 \\u0915\\u0943\\u092a\\u092f\\u093e \\u0907\\u0938\\u0947 \\u0926\\u093f\\u0932 \\u092a\\u0947 \\u0928\\u093e \\u0932\\u0947 \\U0001f60a'",b'20840',b'8364',b'8',b'5966',b'27465',b'False',b'False',b'True',b'False',b'2018-10-17 13:11:50'
b'This trip of Great India is going to unforgettable for @realDonaldTrump @POTUS @IvankaTrump. Our PM @narendramodi &amp;\\u2026 https://t.co/q4ycRzM7uG',b'1231939585162113025',b'Puru Patel',b'ImPuruPatel',"b'New Delhi, India'",b'Tweets r personal',b'53',b'29',b'1',b'1806',b'205',b'False',b'False',b'True',b'False',b'2015-10-12 14:21:27'
b'Well come to India sir..great leader of a great country... We r welcoming to you and your family..\\u2026 https://t.co/67SoSuLvyQ',b'1231939544884350978',"b""praveen singh Rajput \\u2665\\ufe0f'""",b'praveenrajput08',b'indore.',b'@biggboss \\n#Boggboss13 #bb13',b'103',b'59',b'1',b'891',b'4710',b'False',b'False',b'True',b'False',b'2015-02-24 17:31:47'
