b'@IvankaTrump Namaste Madam!\\nYou too looking beautiful. \\n#IvankaTrump',b'1231944191351017472',b'\\U0001f1ee\\U0001f1f3RAMDAS\\U0001f1ee\\U0001f1f3',b'akpurohitngr',"b""No Men's Land""",b'Proud \\U0001f6a9Hindu \\U0001f1ee\\U0001f1f3Indian\\nEx- Armed soldier.\\nMy first & Last Love Is Ma BHARTI.\\nAlways Right\\U0001f6a9\\n#IndianArmy\\n#JaHind\\n\\U0001f1ee\\U0001f1f3VNDEMATRAM\\U0001f1ee\\U0001f1f3\\n\\U0001f6a9\\u0950\\u0950\\U0001f6a9',b'3936',b'3555',b'10',b'58611',b'59860',b'False',b'False',b'False',b'False',b'2010-07-25 00:09:22'
"b'\\u0c9f\\u0ccd\\u0cb0\\u0c82\\u0caa\\u0ccd \\u0ca6\\u0c82\\u0caa\\u0ca4\\u0cbf \\u0c9c\\u0cca\\u0ca4\\u0cc6 \\u0caa\\u0cc1\\u0ca4\\u0ccd\\u0cb0\\u0cbf \\u0c87\\u0cb5\\u0cbe\\u0c82\\u0c95\\u0cbe, \\u0c85\\u0cb3\\u0cbf\\u0caf \\u0c9c\\u0cc6\\u0cb0\\u0cbe\\u0cb2\\u0ccd\\u0ca1\\u0ccd \\u0c95\\u0cc1\\u0cb6\\u0ccd\\u0ca8\\u0cb0\\u0ccd \\u0cad\\u0cbe\\u0cb0\\u0ca4\\u0c95\\u0ccd\\u0c95\\u0cc6 \\u0cad\\u0cc7\\u0c9f\\u0cbf\\nhttps://t.co/tpEdrr14P4\\n\\n#DonaldTrump #ivankatrump #India'",b'1230806506993377281',b'PublicTV',b'publictvnews',"b'Bengaluru, India'","b""HR Ranganath and His Young team's dream Venture. News Channel For the people. Not Owned by any Politician, or Businessman.""",b'155149',b'906',b'337',b'120323',b'4',b'True',b'False',b'False',b'False',b'2012-01-23 11:39:58'
b'\\u0c2d\\u0c3e\\u0c30\\u0c24\\u0c4d \\u0c15\\u0c41 \\u0c35\\u0c38\\u0c4d\\u0c24\\u0c41\\u0c28\\u0c4d\\u0c28 \\u0c07\\u0c35\\u0c3e\\u0c02\\u0c15\\u0c3e \\u0c1f\\u0c4d\\u0c30\\u0c02\\u0c2a\\u0c4d..\\n#telugunews #ivankatrump #indiatour https://t.co/gM1vU75Fsx https://t.co/T8nftMmW3J',b'1230799063827800065',b'EdailyNews.in',b'Edailynewsin',b'',"b'EdailyNews Provides Latest News in Telugu, Telugu News Online, Live News on Telangana and AP Politics, Sports, Crime, Business, Movies.'",b'94',b'31',b'0',b'438',b'0',b'False',b'False',b'True',b'False',b'2019-08-30 17:21:18'
b'\\u092f\\u0939 @ivankatrump \\u0915\\u093e \\u0926\\u0942\\u0938\\u0930\\u093e \\u092d\\u093e\\u0930\\u0924 \\u0926\\u094c\\u0930\\u093e \\u0939\\u094b\\u0917\\u093e\\nhttps://t.co/w0nVdI7JrC\\n#ivankatrump #DonaldTrump #NamasteTrump',b'1230795133832105984',b'Abcnews.media',b'abcnewsmedia',"b'Kanpur, India'",b'',b'273',b'476',b'0',b'3978',b'88',b'False',b'False',b'False',b'False',b'2017-03-15 11:48:36'
b'#IvankaTrump \\u0915\\u093e \\u092e\\u0949\\u0921\\u0932\\u093f\\u0902\\u0917 \\u092e\\u0947\\u0902 \\u0936\\u093e\\u0928\\u0926\\u093e\\u0930 \\u0915\\u0930\\u093f\\u092f\\u0930 \\u0930\\u0939\\u093e \\u0939\\u0948. \\u0907\\u0938\\u0915\\u0947 \\u0905\\u0932\\u093e\\u0935\\u093e \\u092b\\u0948\\u0936\\u0928 \\u0915\\u0947 \\u0915\\u093e\\u0930\\u094b\\u092c\\u093e\\u0930 \\u092e\\u0947\\u0902 \\u090f\\u0902\\u091f\\u0930\\u092a\\u094d\\u0930\\u0947\\u0928\\u094d\\u092f\\u094b\\u0930 \\u0915\\u0947 \\u0924\\u094c\\u0930 \\u092a\\u0930 \\u092d\\u0940 \\u0909\\u0928\\u094d\\u0939\\u094b\\u0902\\u0928\\u0947\\u2026 https://t.co/cX7kDkE8qr',b'1230794418459856897',b'Quint Hindi',b'QuintHindi',b'India',"b'\\u092e\\u0940\\u0921\\u093f\\u092f\\u093e \\u0938\\u0947 \\u0917\\u093e\\u092f\\u092c \\u092e\\u0941\\u0926\\u094d\\u0926\\u0947, \\u0916\\u092c\\u0930\\u094b\\u0902 \\u0938\\u0947 \\u0917\\u093e\\u092f\\u092c \\u091c\\u093e\\u0928\\u0915\\u093e\\u0930\\u0940, \\u092c\\u093f\\u0928\\u093e \\u092e\\u0938\\u093e\\u0932\\u0947 \\u0915\\u093e \\u0924\\u0921\\u093c\\u0915\\u093e \\u0914\\u0930 \\u092a\\u0942\\u0930\\u0940 \\u091c\\u093f\\u092e\\u094d\\u200d\\u092e\\u0947\\u0926\\u093e\\u0930\\u0940, \\u092f\\u0939\\u093e\\u0902 \\u0906\\u092a\\u0915\\u094b \\u0938\\u092c \\u092e\\u093f\\u0932\\u0947\\u0917\\u093e.'",b'29079',b'26',b'134',b'74800',b'49',b'True',b'False',b'False',b'False',b'2015-06-26 07:54:47'
"b""#NamasteTrump : \\u092a\\u0939\\u0932\\u0940 \\u092c\\u093e\\u0930 \\u092d\\u093e\\u0930\\u0924 \\u0926\\u094c\\u0930\\u0947 \\u092a\\u0930 '\\u091f\\u094d\\u0930\\u0902\\u092a \\u092a\\u0930\\u093f\\u0935\\u093e\\u0930', \\u092c\\u0947\\u091f\\u0940 \\u0907\\u0935\\u093e\\u0902\\u0915\\u093e \\u0914\\u0930 \\u0926\\u093e\\u092e\\u093e\\u0926 \\u092d\\u0940 \\u0906\\u090f\\u0902\\u0917\\u0947 \\u0938\\u093e\\u0925\\n@PMOIndia @CMOGuj\\u2026 https://t.co/3VwzDIpEE9""",b'1230794291842150400',b'Dainik jagran',b'JagranNews',b'India',"b""Dainik Jagran's Official Account. The World's Largest Read Newspaper""",b'925413',b'42',b'0',b'152564',b'914',b'True',b'False',b'False',b'False',b'2009-08-11 05:51:40'
b'@ANI Ab 10 million log aane ke chances hai \\U0001f602\\U0001f602\\n\\n#TrumpVisitIndia #TrumpIndiaVisit #Modi #IvankaTrump',b'1230793423117926400',b'sid shukla suppport',b'sid_hearts_bb13',b'India',b'proud to have Narendra modi as Indian pm.. supporting #sidharthshukla best bigg boss contestant ever .\\n\\nif you set the bar he always raise it be it good or bad',b'192',b'60',b'0',b'14655',b'44617',b'False',b'False',b'False',b'False',b'2015-08-23 12:02:26'
"b""Ahead of Trump's visit, there have been talks about India and the US agreeing on a trade package as a precursor to\\u2026 https://t.co/H33ieeeM2A""",b'1230792015635345411',b'HW News English',b'HWNewsEnglish',"b'Mumbai, India'",b'Unbiased. Real. Honest. A news channel that breaks the stereotype and sets the path for news.',b'3692',b'32',b'8',b'17795',b'213',b'False',b'False',b'True',b'False',b'2018-06-16 11:19:11'
"b'The latest The Daily  Ivanka Trump, #IvankaTrump #TrumpFamily! https://t.co/ipeGbFaL7f Thanks to @DailySignal\\u2026 https://t.co/NJ6SsCtlBJ'",b'1230791183321923584',b'Ise-no-Kamikaze \\u4f0a\\u52e2\\u306e\\u795e\\u98a8',b'matuoka7ocean',b'Japan ',"b""Let's build Modern Ark, for the future to people.  I wish to build Useful Ocean-Structures such as the Noah's Ark in the 7 Oceans. https://matuoka1248.blogspot.""",b'3245',b'3922',b'102',b'121037',b'51557',b'False',b'False',b'False',b'False',b'2009-09-08 06:12:41'
b'Ivanka Trump to accompany US President Donald Trump to India \\n#India #DonaldTrump #IvankaTrump #USPresident\\u2026 https://t.co/8hrNaKgNDV',b'1230789064355274752',b'National Herald',b'NH_India',"b'New Delhi, India'","b'National Herald\\u2014founded in 1938 by Jawaharlal Nehru\\u2014is a news website and weekly newspaper with a focus on people, governance and current affairs'",b'86966',b'314',b'223',b'36895',b'332',b'True',b'False',b'False',b'False',b'2014-06-27 05:46:24'
b'\\u0c24\\u0c02\\u0c21\\u0c4d\\u0c30\\u0c3f\\u0c24\\u0c4b \\u0c2a\\u0c3e\\u0c1f\\u0c41 \\u0c2d\\u0c3e\\u0c30\\u0c24 \\u0c2a\\u0c30\\u0c4d\\u0c2f\\u0c1f\\u0c28\\u0c15\\u0c41 \\u0c07\\u0c35\\u0c3e\\u0c02\\u0c15\\u0c3e!\\nhttps://t.co/mj6cZGtTcB\\n#DonaldTrump  \\n#IvankaTrump \\n#MelaniaTrump',b'1230788411776102400',b'Sakshi News',b'sakshinews',b'',b'Breaking news from Andhra Pradesh and Telangana. News alerts in Telugu from across the world.',b'76136',b'257',b'293',b'129689',b'111',b'False',b'False',b'False',b'False',b'2013-06-14 15:02:19'
b'\\u0c2d\\u0c3e\\u0c30\\u0c24 \\u0c2a\\u0c30\\u0c4d\\u0c2f\\u0c1f\\u0c28\\u0c15\\u0c41 \\u0c1f\\u0c4d\\u0c30\\u0c02\\u0c2a\\u0c4d \\u0c24\\u0c4b \\u0c2a\\u0c3e\\u0c1f\\u0c41\\u0c17\\u0c3e \\u0c05\\u0c24\\u0c28\\u0c3f \\u0c15\\u0c41\\u0c2e\\u0c3e\\u0c30\\u0c4d\\u0c24\\u0c46 \\u0c07\\u0c35\\u0c3e\\u0c02\\u0c15\\u0c3e! \\n#IvankaTrump #Donaldtrump #India \\nhttps://t.co/ny1QshsqsS',b'1230787832505081856',b'Asianet News Telugu',b'asianet_telugu',"b'Hyderabad, India'","b""Asianet News Telugu delivers news from Telangana and AP with a new perspective. Part of Asianet News - India's No.1 regional news network""",b'1785',b'611',b'10',b'67012',b'350',b'True',b'False',b'False',b'False',b'2016-09-07 11:02:01'
"b'#DonaldTrump India visit: #IvankaTrump, #JaredKushner to join #USPresident at #NamasteTrump\\xa0event\\n https://t.co/hkRBh8qGEL'",b'1230787058316103682',b'Financial Express',b'FinancialXpress',"b'New Delhi, India'","b'The #FinancialExpress - A complete up-to-date source for business news, #finance news, #stockmarket news, #economy & #financial news online. \\n\\u0939\\u093f\\u0902\\u0926\\u0940 \\u092e\\u0947\\u0902 @fehindi'",b'594791',b'44',b'1908',b'343788',b'22',b'True',b'False',b'False',b'False',b'2009-06-24 11:29:19'
"b""So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @smokeyjoe973 #poshmark #fashion\\u2026 https://t.co/NBB6U7Q8NI""",b'1230785945500209157',b'Christine',b'sterlingstars_p',"b'Pittsburgh, PA'",b'I sell brand new sterling silver jewelry among many other items. Sign up for Poshmark with code STERLINGSTARS for a $10 credit!',b'742',b'741',b'1',b'12709',b'537',b'False',b'False',b'False',b'False',b'2018-02-03 02:22:31'
"b""So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset\\u2026 https://t.co/ij3YKz4REi""",b'1230785758681694209',b'Chasity D. Gorton',b'GortonD',"b'Elwood, IN'","b""resell, crafter, wreath maker, home decor thrifter. https://t.co/jydid3BKad Check out what I'm selling on Mercari! https://t.co/qEod43qZyY""",b'138',b'329',b'0',b'850',b'9',b'False',b'False',b'True',b'False',b'2017-11-30 23:30:08'
b'They will also accompany Donald Trump during India visit https://t.co/JY5Blcyo6v @realDonaldTrump #IvankaTrump #DonaldTrump',b'1230785381798277121',b'Dynamite News',b'DynamiteNews_',"b'New Delhi, India'",b'Leading National News Portal of India | Politics | Bureaucracy | Uttar Pradesh and many more | Founder & Editor-in-Chief @Manoj_Tibrewal',b'16476',b'64',b'127',b'109124',b'10511',b'False',b'False',b'False',b'False',b'2015-08-01 05:56:52'
b'#Sources: Ivanka Trump to also be a part of the high-level delegation which will accompany US President Donald Trum\\u2026 https://t.co/HBkJxqrX7V',b'1230784829383299073',b'News24 India',b'news24tvchannel',b'Noida',"b'Official Twitter handle of News24, Leading Hindi News Channel'",b'219685',b'203',b'860',b'422827',b'550',b'False',b'False',b'False',b'False',b'2009-04-22 06:29:23'
"b'#IvankaTrump , Husband #JaredKushner To Accompany #DonaldTrump &amp; #MelaniaTrump  During India Visit\\nhttps://t.co/toebmbPfAB'",b'1230781150156578816',b'ABP News',b'ABPNews',b'India',b'Follow for latest news alerts from India',b'8995869',b'244',b'3827',b'227716',b'80',b'True',b'False',b'False',b'False',b'2009-05-11 12:25:51'
"b'\\u0a85\\u0aae\\u0ac7\\u0ab0\\u0abf\\u0a95\\u0abe\\u0aa8\\u0abe \\u0ab0\\u0abe\\u0ab7\\u0acd\\u0a9f\\u0acd\\u0ab0\\u0aaa\\u0aa4\\u0abf \\u0a9f\\u0acd\\u0ab0\\u0aae\\u0acd\\u0aaa \\u0aaa\\u0ab0\\u0abf\\u0ab5\\u0abe\\u0ab0 \\u0ab8\\u0abe\\u0aa5\\u0ac7 \\u0aad\\u0abe\\u0ab0\\u0aa4\\u0aa8\\u0ac0 \\u0aae\\u0ac1\\u0ab2\\u0abe\\u0a95\\u0abe\\u0aa4\\u0ac7 \\u0a86\\u0ab5\\u0ab6\\u0ac7, \\u0a9f\\u0acd\\u0ab0\\u0aae\\u0acd\\u0aaa \\u0aaa\\u0aa4\\u0acd\\u0aa8\\u0ac0 \\u0aae\\u0ac7\\u0ab2\\u0abe\\u0aa8\\u0abf\\u0aaf\\u0abe, \\u0aa6\\u0ac0\\u0a95\\u0ab0\\u0ac0 \\u0a88\\u0ab5\\u0abe\\u0aa8\\u0acd\\u0a95\\u0abe \\u0a85\\u0aa8\\u0ac7 \\u0a9c\\u0aae\\u0abe\\u0a88 \\u0ab8\\u0abe\\u0aa5\\u0ac7 \\u0aad\\u0abe\\u2026 https://t.co/jZzYl04uw3'",b'1230780741597847555',b'VTV Gujarati News and Beyond',b'VtvGujarati',b'Ahmedabad',"b""VTVGujarati is a digital publication; an intersection of news & entertainment as new-age content & independent journalism form young India's voice.""",b'67877',b'541',b'92',b'136722',b'425',b'False',b'False',b'False',b'False',b'2012-05-23 11:36:33'
b'Live Breaking News Feb 21: Ivanka Trump may accompany US President Donald Trump to India next week \\n\\n#DonaldTrump\\u2026 https://t.co/08Poz1jGpK',b'1230780187706396673',b'Newsd',b'GetNewsd',"b'New Delhi, India'","b'Newsd is a new age information, curation and dissemination platform. A one-stop shop for your daily news consumption. Send your write ups to social@newsd.in'",b'18062',b'166',b'127',b'75462',b'182',b'True',b'False',b'False',b'False',b'2015-04-24 06:54:06'
b'Ivanka Trump Part of High-Level Delegation Accompanying Donald Trump For India Visit: Reports | @IvankaTrump\\u2026 https://t.co/LXdMt8lt8V',b'1230779943908528128',b'LatestLY',b'latestly',"b'Mumbai, India'","b'https://t.co/U4rHOvnjZj focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news.'",b'54560',b'339',b'82',b'96125',b'68',b'True',b'False',b'False',b'False',b'2017-02-07 05:41:28'
"b""\\u0a07\\u0a35\\u0a3e\\u0a02\\u0a15\\u0a3e \\u0a1f\\u0a30\\u0a70\\u0a2a \\u0a26\\u0a47 \\u0a35\\u0a40 \\u0a06\\u0a2a\\u0a23\\u0a47 \\u0a30\\u0a3e\\u0a38\\u0a3c\\u0a1f\\u0a30\\u0a2a\\u0a24\\u0a40 \\u0a2a\\u0a3f\\u0a24\\u0a3e \\u0a28\\u0a3e\\u0a32 \\u0a2d\\u0a3e\\u0a30\\u0a24 \\u0a26\\u0a4c\\u0a30\\u0a47 '\\u0a24\\u0a47 \\u0a06\\u0a09\\u0a23 \\u0a26\\u0a40 \\u0a38\\u0a70\\u0a2d\\u0a3e\\u0a35\\u0a28\\u0a3e\\nhttps://t.co/BnSc0kHrtd\\n\\n@dailyajitnews\\u2026 https://t.co/lou6oTx6p7""",b'1230779456240750593',b'Daily Ajit',b'dailyajitnews',"b'Jalandhar, India'",b'',b'1295',b'177',b'8',b'110902',b'253',b'False',b'False',b'False',b'False',b'2013-09-16 14:26:47'
"b'#IvankaTrump \\u09e8\\u09e6\\u09e7\\u09ed-\\u09af\\u09bc \\u09b9\\u09be\\u09af\\u09bc\\u09a6\\u09b0\\u09be\\u09ac\\u09be\\u09a6\\u09c7 \\u0997\\u09cd\\u09b2\\u09cb\\u09ac\\u09be\\u09b2 \\u09ac\\u09bf\\u099c\\u09a8\\u09c7\\u09b8 \\u09b8\\u09be\\u09ae\\u09bf\\u099f\\u09c7 \\u098f\\u09b8\\u09c7\\u099b\\u09bf\\u09b2\\u09c7\\u09a8, \\u09ae\\u09be\\u09b0\\u09cd\\u0995\\u09bf\\u09a8 \\u09aa\\u09cd\\u09b0\\u09c7\\u09b8\\u09bf\\u09a1\\u09c7\\u09a8\\u09cd\\u099f\\u09c7\\u09b0 \\u09b8\\u0999\\u09cd\\u0997\\u09c7 \\u0986\\u09b8\\u099b\\u09c7\\u09a8 \\u0995\\u09a8\\u09cd\\u09af\\u09be \\u0987\\u09ad\\u09be\\u0999\\u09cd\\u0995\\u09be\\u0993\\u2026 https://t.co/CyiOTwNIFq'",b'1230777843249897472',b'ABP Ananda',b'abpanandatv',b'Kolkata',"b'Breaking news from ABP Ananda (formerly STAR Ananda), the no.1 Bengali News channel'",b'215076',b'324',b'317',b'132127',b'1438',b'True',b'False',b'False',b'False',b'2012-05-30 15:22:40'
b'#IvankaTrump : US President #DonaldTrump daughter @IvankaTrump &amp; son-in-law #JaredKushner will be part of the high-\\u2026 https://t.co/3uBmLBvXUT',b'1230777194596593664',b'The Pioneer',b'TheDailyPioneer',b'',"b""Twitter account of India's leading independent right-thinking newspaper.""",b'19969',b'110',b'279',b'57570',b'81',b'True',b'False',b'False',b'False',b'2012-01-21 16:23:26'
b'\\u0aa8\\u0aae\\u0ab8\\u0acd\\u0aa4\\u0ac7 \\u0a9f\\u0acd\\u0ab0\\u0aae\\u0acd\\u0aaa \\u0aaa\\u0ab0\\u0abf\\u0ab5\\u0abe\\u0ab0 : \\u0aa1\\u0acb\\u0aa8\\u0abe\\u0ab2\\u0acd\\u0aa1 \\u0a85\\u0aa8\\u0ac7 \\u0aae\\u0ac7\\u0ab2\\u0abe\\u0aa8\\u0abf\\u0aaf\\u0abe \\u0a9f\\u0acd\\u0ab0\\u0aae\\u0acd\\u0aaa\\u0aa8\\u0ac0 \\u0ab8\\u0abe\\u0aa5\\u0ac7 \\u0aa4\\u0ac7\\u0aae\\u0aa8\\u0ac0 \\u0aa6\\u0ac0\\u0a95\\u0ab0\\u0ac0 \\u0a88\\u0ab5\\u0abe\\u0aa8\\u0acd\\u0a95\\u0abe \\u0aaa\\u0ab0 \\u0aad\\u0abe\\u0ab0\\u0aa4 \\u0a86\\u0ab5\\u0ab6\\u0ac7 #NamasteTrump\\u2026 https://t.co/RVOKqMrBXP',b'1230776889121239042',b'News18Gujarati',b'News18Guj',"b'Ahmedabad, Gujarat'","b'News18 Gujarati, Network18 Group caters to News & information to  the Gujarati viewers. Network18 Group is presently the largest Television  Network in India.'",b'73433',b'1241',b'252',b'170334',b'1168',b'True',b'False',b'False',b'False',b'2013-08-27 08:39:38'
"b'https://t.co/2NCBovhGjw\\n\\n\\u0c9f\\u0ccd\\u0cb0\\u0c82\\u0caa\\u0ccd \\u0c9c\\u0cca\\u0ca4\\u0cc6\\u0caf\\u0cb2\\u0ccd\\u0cb2\\u0cc7 \\u0cad\\u0cbe\\u0cb0\\u0ca4\\u0c95\\u0ccd\\u0c95\\u0cc6 \\u0cac\\u0cb0\\u0cb2\\u0cbf\\u0ca6\\u0ccd\\u0ca6\\u0cbe\\u0cb0\\u0cc6, \\u0caa\\u0ca4\\u0ccd\\u0ca8\\u0cbf, \\u0cae\\u0c97\\u0cb3\\u0cc1, \\u0c85\\u0cb3\\u0cbf\\u0caf..!\\n\\n#IvankaTrump #DonaldTrump'",b'1230775332807925761',b'Dileep D R',b'f9221f0354d54c0',b'Bangalore',"b'Journalist, Vijay karnataka'",b'47',b'158',b'1',b'1225',b'129',b'False',b'False',b'True',b'False',b'2014-04-12 10:52:59'
b'\\u201cParasite\\u201d could be reference to his #Trump own family #IvankaTrump #Kushner &amp; he gets the meaning of the\\u2026 https://t.co/HlxI6ARcBV',b'1230774581679534080',b'RK',b'UtopiaLibera',b'United Kingdom',b'Commentator on Global Events. Government by The People! Man is born free and everywhere he is in chains! What wisdom can you find that is greater than kindness?',b'373',b'1827',b'25',b'35810',b'165',b'False',b'False',b'False',b'False',b'2010-12-16 21:52:50'
"b'Ivanka Trump, husband Jared Kushner to accompany Donald Trump on India visit\\n\\n#IvankaTrump #JaredKushner\\u2026 https://t.co/E6jy40RuQu'",b'1230774287826472960',b'India TV',b'indiatvnews',b'India',b'India\\u2019s most watched Hindi News Channel. Follow for latest/breaking News Alerts from all over the Globe. FB:https://t.co/BUC2bw3ZhL',b'887728',b'36',b'1242',b'472147',b'58',b'True',b'False',b'False',b'False',b'2009-04-22 11:26:34'
b'Sources: @IvankaTrump to also be a part of the high-level delegation which will accompany US President Donald Trump\\u2026 https://t.co/m3bPzGjlo3',b'1230774091050672128',b'Samay Live',b'Live_Samay',"b'Noida, Uttar Pradesh India'",b'Digital News Platform of Sahara News  Network https://t.co/6XMMtKl7GI https://t.co/viLpTrnZYq https://t.co/nsCQMOvZlg https://t.co/eRqCwUFoM2',b'6638',b'642',b'170',b'98712',b'21384',b'False',b'False',b'False',b'False',b'2010-04-01 08:24:12'
b'#ALERT | Sources: @IvankaTrump to also be a part of the high-level delegation which will accompany US President Don\\u2026 https://t.co/DnTbF2Fmvd',b'1230774070477611008',b'Jagran English',b'JagranEnglish',"b'New Delhi, India'",b'Jagran English the new age Trending News site. Check out https://t.co/UuzBHS8KDs for all latest & top trends across globe.',b'4154',b'33',b'89',b'122667',b'18',b'True',b'False',b'False',b'False',b'2010-12-29 06:03:27'
b'#Sources | Ivanka Trump to also be a part of the high-level delegation which will accompany US President\\u2026 https://t.co/ur5qc2mQEF',b'1230773395328917509',b'First India',b'thefirstindia',"b'Jaipur, India'",b'Welcome to the Official Twitter page of First India Newspaper. Follow us for the latest updates. #FirstIndia',b'3531',b'181',b'3',b'25971',b'94',b'False',b'False',b'False',b'False',b'2019-04-04 10:16:38'
b'#BreakingNews : Ivanka Trump to accompany US President Donald Trump to India next week: Official sources\\u2026 https://t.co/Nrgw1K3INq',b'1230771828240502785',b'The Pioneer',b'TheDailyPioneer',b'',"b""Twitter account of India's leading independent right-thinking newspaper.""",b'19969',b'110',b'279',b'57570',b'81',b'True',b'False',b'False',b'False',b'2012-01-21 16:23:26'
b'#IvankaTrump to accompany US President Donald Trump to India next week: Official sources-PTI',b'1230769519947177984',b'The Tribune',b'thetribunechd',b'Chandigarh',"b'Official Twitter handle of The Tribune, North India\\u2019s oldest and most trusted newspaper, published from Chandigarh, India. https://t.co/QQ5bS8UQEL'",b'62810',b'261',b'469',b'166499',b'128',b'True',b'False',b'False',b'False',b'2015-02-27 12:48:01'
b'#IvankaTrump #JaredKushner #DonaldTrump https://t.co/WHomLYXnWE',b'1230768438546534403',b'NDTV',b'ndtv',b'India',b'Breaking news alerts from India',b'12139395',b'14',b'12548',b'690094',b'0',b'True',b'False',b'False',b'False',b'2009-05-01 20:34:48'
"b""@Rach32898884 Rach3289884 #DonaldTrump owned acct. #IvankaTrump I suggested it was Ivanka by saying I didn't know I\\u2026 https://t.co/XFBScAhOCk""",b'1230759584534450182',b'Toughone',b'Toughone6',b'',"b""STOP THE HATE. STOP THE VIOLENCE. IT'S TIME FOR PEACE. PEACE IS NOW. UNITED AMERICA""",b'54',b'554',b'1',b'11816',b'943',b'False',b'False',b'True',b'False',b'2019-01-17 22:34:17'
b'@Debwrightjones @mickelodoole @realDonaldTrump Imagine if #IvankaTrump did what #HunterBiden has gotten away with i\\u2026 https://t.co/T92wIUYRQ4',b'1230752116802588673',b'White Rose',b'FesterFan',b'NYC',b'Dedicated to protecting #FreeSpeech #FreeThought #AnimalRights #FreeMarkets #TheElectoralCollege  #ShelterPets and TROLLING #TheDeepState',b'1581',b'1660',b'1',b'5276',b'5745',b'False',b'False',b'True',b'False',b'2019-09-29 06:54:14'
"b'DAX Du g\\xe5r h\\xe5rt \\xe5t din favoritpresident #rasisten, #nazisten och numera diktatorn @realDonaldTrump \\U0001f921\\U0001f1f7\\U0001f1fa och hans dot\\u2026 https://t.co/X5tewiY6iV'",b'1230725166524583938',b'B\\xf6rje Brandt',b'BoerjeBrandt',"b'K\\xe5ge, Sweden'","b'Only when the last tree has been cut down, the last fish been caught, and the last stream poisoned, will we realize we cannot eat money.\\n\\nCree Indian Prophecy'",b'444',b'1063',b'80',b'52658',b'24656',b'False',b'False',b'True',b'False',b'2013-03-30 10:55:40'
"b'1) Get the votes out to repeat #BlueTsunami of 2018, but this time in the Senate.\\n\\n2) Democratic nominees must turn\\u2026 https://t.co/9XSr8Is5fv'",b'1230716889149497344',b'Christine Mitchell',b'cubasemoi',b'United Kingdom',"b'\\U0001f60e\\U0001f913\\U0001f60f\\nInterested, curious, an educator, talented, artistic, musician and have opinions \\U0001f60f\\nMusic on YouTube: Christine Mitchell Channel - enjoy!'",b'462',b'366',b'3',b'60746',b'133546',b'False',b'False',b'True',b'False',b'2016-06-28 11:38:37'
b'@Harvard1988 @StevenBeschloss #IvankaTrump has patents for voting machines........ Why??? https://t.co/fEX7ZdLnKy',b'1230701753542172679',b'Rebel Just 4 Kicks',b'toniadyson1010',b'',b'',b'619',b'1028',b'0',b'28109',b'22743',b'False',b'False',b'True',b'False',b'2014-07-13 04:45:55'
"b'#VENEZUELA   SENORA  #COLOMBIANA VIVE EN ESTRATO 5 Middle-high class #COLOMBIA  , NO  QUIERE QUE #VENEZOLANOS  ESTE\\u2026 https://t.co/3qpULEMSy1'",b'1230691397696720896',b'MARACAIBO RADICAL',b'Maracaibo222',b'',b'EN CASO DE INACTIVIDAD FAVOR DIRIGIRSE A @MaracaiboRadic',b'28735',b'24921',b'69',b'35431',b'7363',b'False',b'False',b'False',b'False',b'2014-03-02 00:51:42'
b'#IvankaTrump https://t.co/RdwRAnB6lS',b'1230683047835529216',b'Stephen Bradley',b'SgbOutdoors',"b'Campbell River, B.C. Canada'","b""#atheist  \\U0001f1e8\\U0001f1e6\\U0001f3f4\\U000e0067\\U000e0062\\U000e0073\\U000e0063\\U000e0074\\U000e007f #WheelchairLife  NO DM's #Dogs #PTSD and everything that goes with it. I might be in a wheelchair but I'm still active too.""",b'1212',b'986',b'21',b'37800',b'12095',b'False',b'False',b'False',b'False',b'2012-03-12 22:27:41'
b'@56blackcat .@IvankaTrump #IvankaTrump https://t.co/ZFnQyZOyDk',b'1230680832840478720',b'Richard',b'MusicWorm2015',b'South Florida USA',"b""Checkout my NEW EP \\u23ec titled Final Spirits. If you want to find the truth in life don't pass music by & you know I would not lie. Eric Burton #resist""",b'2738',b'4052',b'102',b'40272',b'12572',b'False',b'False',b'False',b'False',b'2015-03-03 20:46:51'
b'#USA #WhiteHouse senior #adviser #IvankaTrump #visits the Sheikh Zayed #Mosque in #AbuDhabi #UAE on Feb. 2020.\\u2026 https://t.co/Fe1XiVwEau',b'1230678934645362688',b'CHAUDHRY IMRAN \\u2122\\U0001f48e',b'chimran55',b'EAST EUROPE',"b""Research #History #Religions #world War I & II, \\nEnd Of World \\U0001f4e7No DM\\nWe trust GOD\\nEverything will be okay in the END. If it's not okay. then it's not the END\\U0001f3c1""",b'7618',b'8314',b'10',b'3091',b'7879',b'False',b'False',b'False',b'False',b'2013-04-15 08:21:28'
"b""#Mikebloomberg est un vieux con qui va perdre les \\xe9lections am\\xe9ricaines. J'assume. #Ivankatrump""",b'1230665705282035712',b'Ray Johnson',b'rayjohnson31010',b'',b'',b'6',b'4',b'0',b'37',b'10',b'False',b'False',b'True',b'False',b'2017-07-31 12:26:59'
