"b'@HomeBuilderTex @ABC ""Good job, Tex!"" #IvankaTrump \\U0001f1fa\\U0001f1f8 https://t.co/uDYD3dkU2W'",b'1229205169914568704',b'ChairmanYou',b'ComradeYou',"b'Los Angeles, CA'",b'#TheResistance \\U0001f1fa\\U0001f1f8 #Resist \\U0001f1fa\\U0001f1f8 #MOT',b'1057',b'1561',b'0',b'4953',b'2934',b'False',b'False',b'True',b'False',b'2019-03-23 20:20:12'
"b""Glad v haven't lost d real @GautamGambhir.\\n#KapilMishra or #WarisPathan, whoever incites violence must be dealt wid\\u2026 https://t.co/mJZWn84Q5X""",b'1232286241346985988',b'Rekha Dhyani',b'rekhadhyanis',b'Delhi',b'Finding joy in the little things...for now concentrating on Motherhood. \\U0001f495\\n\\n\\u270d\\ufe0f \\U0001f4f8 \\U0001f4d6 \\U0001f469\\u200d\\U0001f467\\u200d\\U0001f467 \\U0001f3e1 \\U0001f3d6\\ufe0f \\U0001f3a8',b'1336',b'919',b'39',b'3152',b'2532',b'False',b'False',b'True',b'False',b'2013-01-07 05:54:30'
"b'@ainblqshh_ Daripada Abu Sa\'id Al Khudri dan Abu Hurairah RA daripada Nabi SAW bersabda: ""Tidaklah seorang Muslim y\\u2026 https://t.co/iIX2YzpYUu'",b'1232286239564288000',b'Khai9015',b'khai9015',b'',b'',b'2',b'67',b'0',b'80',b'71',b'False',b'False',b'True',b'False',b'2019-06-28 00:26:20'
"b""@SwamiGeetika Muslims were on silent protest.\\n\\nBJP's Kapil Mishra threatened &amp; provoked.\\n\\nNext; They unloaded truck\\u2026 https://t.co/4v3DZgxDsb""",b'1232286222120312832',b'whereishumanity?',b'dripsindia',b'',b'unity in diversity',b'13',b'202',b'0',b'306',b'1753',b'False',b'False',b'True',b'False',b'2019-12-23 03:28:21'
b'Mam please say something about Chinese Muslims also if you dare to say and if your Muslim Brotherhood dare to say a\\u2026 https://t.co/F8PhZWZrMe',b'1232286221700870144',b'vikas teotia',b'vikasteotia',b'blue planet',b'I am a scholar visiting this Blue Planet since my incarnation.......',b'314',b'793',b'2',b'1607',b'882',b'False',b'False',b'True',b'False',b'2010-01-02 12:03:31'
"b'Saint Rampal Ji Maharaj says Humanity is the religion of all.\\n\\nOur race is living being, humanity is our religion.\\u2026 https://t.co/0BA4h55dJM'",b'1232286215635779584',b'Hoshiar Singh',b'Beantsi50061605',b'\\u092a\\u0920\\u093e\\u0928\\u0915\\u094b\\u091f',b'',b'97',b'278',b'0',b'2642',b'2072',b'False',b'False',b'True',b'False',b'2020-01-25 03:18:09'
"b""Tenner says @Plaid_Cymru  puts up a black and minority ethnic Muslim woman in Neil McEvoy's area for\\u2026 https://t.co/SQ9juDIHIy""",b'1232286212779413504',b'STILL WAITING 4 THE ONS TO GIVE ME A TICKBOX LMAO',b'punkistani93',b'STARTED FROM CF11',b'minority ethnic',b'3800',b'3905',b'14',b'15500',b'5661',b'False',b'False',b'False',b'False',b'2018-01-05 19:44:06'
b'@BwiDhira Orang muslim selalu jadi incaran rezim komunis\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\n #TolakKriminalisasiKhozinudin\\u2026 https://t.co/5TqJhAQ125',b'1232286208127983618',b'muhammad heriyanto',b'moh_heriyanto',b'',b'',b'149',b'24',b'0',b'285',b'210',b'False',b'False',b'True',b'False',b'2018-05-05 23:17:05'
"b'Is this, what the religion teaches?\\n\\nWhy the sickular leaders are silent?\\n\\nDo you come again for Votes to Muslim lo\\u2026 https://t.co/P7ZghRiX3A'",b'1232286208040087554',b'Fahad ahmad',b'Fahad3312',b'Riyadh',b'',b'64',b'124',b'0',b'1113',b'2761',b'False',b'False',b'False',b'False',b'2010-06-02 14:58:35'
"b'@Guardilan1 Berulang kali kita saksikan, bagaimana penegakan hukum di negara mayoritas Muslim ini hanya menyasar pa\\u2026 https://t.co/S0sFco004q'",b'1232286200947306498',"b""Aqidah Alan Nisa'""",b'AqidahAN',b'',b'',b'74',b'174',b'0',b'1715',b'26',b'False',b'False',b'False',b'False',b'2013-03-03 06:19:32'
b'@Parv05 @iamsbkharat LOOK AT THE LEVEL OF COORDINATION !!\\n\\nAt 16 Secs A Random Bitch in Burka Giving Handkerchief T\\u2026 https://t.co/8Na0nDTJrA',b'1232286184350593026',b'Gourab Mondal | \\u0997\\u09cc\\u09b0\\u09ac \\u09ae\\u09a8\\u09cd\\u09a1\\u09b2',b'GourabMondalSun',"b'Kolkata, West Bengal, India'",b'Human Rights Activist | Voice of The Voiceless | \\u09ad\\u09be\\u09b0\\u09a4\\u09c0\\u09df-\\u09ac\\u09be\\u0999\\u09be\\u09b2\\u09bf | Gender Justice | Equality | History & Political Analyst | Inquisitive | Awakened | Always Gutsy',b'1665',b'3105',b'20',b'78743',b'121994',b'False',b'False',b'True',b'False',b'2015-11-27 23:59:47'
"b'@BishopJakes dear T, D Jakes\\nwhat do you know about Islam ?\\ndo you know that Juses was  a muslim ?'",b'1232286181154525191',"b""let's go to PARADISE""",b'AhmadAhla123',b'LOVES THE SEAHAWKS',b'115: (did you think that We created you uselessly and that to Us you would not be returned)\\n\\n23:115 The noble quran',b'580',b'2266',b'14',b'4555',b'1360',b'False',b'False',b'False',b'False',b'2012-06-14 10:07:11'
b'@CNN He was disposed of by Hillary Clinton and Obama who replaced him with the Muslim Brotherhood. Morsi was soon o\\u2026 https://t.co/btJSLVFBve',b'1232286180386967552',b'Motecon',b'motecon62',b'',b'',b'7',b'22',b'0',b'3378',b'15',b'False',b'False',b'True',b'False',b'2017-06-02 14:37:17'
b'@JWFND @yogital @zoo_bear @cjwerleman @arjunsethi81 @suchitrav @KhaledBeydoun @nytimes @NewYorker @CNN\\u2026 https://t.co/iJWz8m15wE',b'1232286176813256704',b'Proud to be Sanatani',b'budweizer2310',"b'Rawalpindi, India'","b'\\u0935\\u0947\\u0926 \\u0927\\u0930\\u094d\\u092e \\u0938\\u092c\\u0938\\u0947 \\u092c\\u095c\\u093e, \\u0905\\u0928\\u0941\\u092a\\u092e \\u0938\\u091a\\u094d\\u091a\\u093e \\u091c\\u094d\\u091e\\u093e\\u0928,\\n\\u092b\\u093f\\u0930 \\u092e\\u0948 \\u0915\\u094d\\u092f\\u094b\\u0902 \\u091b\\u094b\\u0921\\u0942 \\u0907\\u0938\\u0947 \\u092a\\u095d \\u0932\\u0942\\u0901 \\u091d\\u0942\\u0920 \\u0915\\u0941\\u0930\\u093e\\u0928\\u0964\\u0964\\n\\u0935\\u0947\\u0926 \\u0927\\u0930\\u094d\\u092e \\u091b\\u094b\\u0921\\u0942 \\u0928\\u0939\\u0940\\u0902 \\u0915\\u094b\\u0936\\u093f\\u0936 \\u0915\\u0930\\u094b \\u0939\\u091c\\u093e\\u0930,\\n\\u0924\\u093f\\u0932-\\u0924\\u093f\\u0932 \\u0915\\u093e\\u091f\\u094b \\u091a\\u093e\\u0939\\u093f, \\u0917\\u094b\\u0926\\u094b \\u0905\\u0902\\u0917 \\u0915\\u091f\\u093e\\u0930\\u0964\\u0964'",b'392',b'935',b'0',b'22179',b'51995',b'False',b'False',b'True',b'False',b'2010-07-26 16:58:19'
"b'Gujarat: Thousands of Hindus march in Khambhat, call for a bandh after rioting and looting by Muslim mobs https://t.co/NAhNYs9aPe'",b'1232286173009240064',b'.',b'EinsteinModern',b'Hyderabad',b'',b'302',b'3315',b'2',b'29745',b'40685',b'False',b'False',b'True',b'False',b'2011-03-31 03:25:03'
"b""I feel unsafe in my own country because of Muslims.\\n\\nI'm a Muslim but not less than any Indian. \\n\\nMy religion is Is\\u2026 https://t.co/BAw8fVdWcp""",b'1232286169062182912',b'Mehwish',b'JaanMeh',"b'Drugmulla, Kupwara'","b'Fan of TV shows, Kapil Sharma, Kaun Banega Crorepati.\\nA true Kashmiri, Love for Kashmir, Respect for all RELIGIONS.\\nAlumni of Army Goodwill School, Wayne'",b'610',b'695',b'1',b'1633',b'2115',b'False',b'False',b'True',b'False',b'2019-06-22 06:50:00'
"b'Didi, ever wonder why no news about muslim neighbours protecting Hindus from Muslim mobs? https://t.co/Z5Pw7lVDM3'",b'1232286166558351360',"b'Youngest Student, JNU\\U0001f308'",b'BipWit',"b'\\u0928\\u0908 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940, \\u092d\\u093e\\u0930\\u0924 JNU canteen '","b'Parody account, 99 Year old Secular Jholawala,researching mating habits of gender fluid locusts in Congo. Hon sec tukde gang. Not asst with JNU\\n Proud parasite'",b'969',b'614',b'12',b'27451',b'35020',b'False',b'False',b'True',b'False',b'2015-04-27 20:56:32'
"b'The frequent stray cat who likes to visit. I think she is pregnant, again? So productive. More, more, more, more an\\u2026 https://t.co/7TZ3ZKggUf'",b'1232286163450441735',b'Shahrill Ramli',b'Shahrill',"b'Serendah,  Malaysia'","b'Former banker, now a teacher.\\r\\n\\r\\n\\u201cMy soul is like 2 sides of coins. One side is the \\u201cNurKasih\\u201d side. The other side is \\u201cBDSM\\u201d side.'",b'232',b'180',b'12',b'7989',b'11',b'False',b'False',b'False',b'False',b'2009-06-13 15:01:37'
b'Muslims save Hindu family in some Hanuman mandir area\\nMuslim brother Assuring ye aap ka mohalla he aap logo ko ghab\\u2026 https://t.co/A8tyzQaePr',b'1232286163248934913',b'Salman khan',b'Sk717148',"b'Deoria, India'",b'\\u091c\\u094b \\u092e\\u0941\\u0932\\u094d\\u0915 \\u0915\\u0947 \\u0926\\u0941\\u0936\\u094d\\u092e\\u0928 \\u0939\\u0947 \\u0935\\u094b \\u0939\\u0940 \\u092f\\u093e\\u0930 \\u0910 \\u0935\\u0924\\u0928 \\u0939\\u0947 \\u0939\\u092e \\u0906\\u0927\\u0940 \\u0938\\u0926\\u0940 \\u092c\\u093e\\u0926 \\u092d\\u0940 \\u0917\\u0926\\u094d\\u0926\\u093e\\u0930 \\u0910 \\u0935\\u0924\\u0928 \\u0939\\u0948\\u0902!',b'561',b'469',b'0',b'1912',b'6679',b'False',b'False',b'True',b'False',b'2016-09-05 01:24:12'
b'@putiaventia ngomongnya lembuuut bgt bnr bnr baik tapi maksa dan dateng trs2an.\\n\\nsepupu aku bilang gabisa nerima la\\u2026 https://t.co/OEs4t5ejIm',b'1232286162653343744',b'##',b'petrikour',b'nct tvxq jo1',b'ini akun kpop jpop so fllow hajimaseyo!!!',b'5256',b'863',b'11',b'60305',b'18868',b'False',b'False',b'False',b'False',b'2011-09-08 06:02:38'
b'@Upyourjunker1 @patel4witham  Yet again this happens. Why?  If it had been a Muslim they would not have dared to do\\u2026 https://t.co/6hu8OlNnrc',b'1232286160174690304',b'Wendp58\\U0001f1ec\\U0001f1e7',b'wendp58',"b'England, United Kingdom'","b'Plant indigenous trees/plants for our insects, birds&animals. Animal Torture tweets will result in your account unfollowed. Sorry, no DMs answered.'",b'133',b'192',b'0',b'3560',b'2197',b'False',b'False',b'True',b'False',b'2019-12-13 08:56:25'
b'@Natsecjeff On the contrary. Hindus from muslim majority areas like Jafrabad are leaving for safer places.',b'1232286159897845762',b'Siddharth Sharma',b'sidspin',b'Lonely Planet',b'Life is a parody.',b'1322',b'765',b'16',b'37473',b'5467',b'False',b'False',b'False',b'False',b'2009-07-20 04:20:40'
"b'Saya muslim, saya bersama LBH Pelita Umat melibas ketidak adilan\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\u2026 https://t.co/Mruzc2ZIdk'",b'1232286154990292992',b'Islam Kaffah',b'IslamKaffah15',b'',b'',b'58',b'66',b'0',b'757',b'21',b'False',b'False',b'True',b'False',b'2019-03-14 02:12:01'
"b""' Unlawful Acts ' ?  Parliament passed it. SC is looking at it. What Muslim protesters are doing is coercion. They\\u2026 https://t.co/qGVkVZjG1B""",b'1232286148225110017',b'Avinder Singh Kapoor',b'as_kapoor',b'Mohali.',b'Retired Citizen of India.',b'107',b'23',b'0',b'11321',b'3567',b'False',b'False',b'True',b'False',b'2012-12-11 05:16:06'
"b""@Nidhi @arvindgunasekar @saurabhshukla_s What you mean by our people's Nidhi Razdan?? So NDTV get support &amp; support\\u2026 https://t.co/dKhgoMkk1A""",b'1232286147059048450',b'\\u0905\\u0930\\u0935\\u093f\\u0902\\u0926 \\u0936\\u0930\\u094d\\u092e\\u093e',b'1012ats',"b'Mumbai, India'","b""Marine Engineer, Fitness freak, love music. Inspired by PM Modi Ji \\n               *\\u0939\\u0930 \\u0939\\u0930 \\u092e\\u0939\\u093e\\u0926\\u0947\\u0935*\\n\\n*I'M Responsible for What I Say, Not For what you understand*""",b'177',b'393',b'1',b'6590',b'4580',b'False',b'False',b'True',b'False',b'2014-08-09 11:26:43'
b'@Almuqtafi1 @AbuHasby8 Umat Islam harus waspada terhadap  upaya kriminalisasi terhadap Muslim yang kritis dan vokal\\u2026 https://t.co/7JFnDZssV3',b'1232286145079152640',b'Rofiah Ummutasya',b'RofiahU',b'',b'rofiah',b'31',b'43',b'0',b'336',b'110',b'False',b'False',b'True',b'False',b'2019-08-02 07:10:37'
b'@Dr_Uditraj @INCIndia Kaha gae tmhare dalit aur @BhimArmyChief jiske bulane pr Jafrabad me aurto ne Bharat band kia\\u2026 https://t.co/Ag12r0m8Ow',b'1232286142327853056',b'Danish Pathan',b'danishpathan580',b'India',b'Alig',b'131',b'163',b'0',b'1508',b'1333',b'False',b'False',b'True',b'False',b'2013-01-12 18:20:33'
"b'Saya muslim, saya bersama LBH Pelita Umat melibas ketidak adilan\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\n #KamiBersamaLBHPU -\\u2026 https://t.co/DKe7q0XLAj'",b'1232286135742648320',b'AMHI_Ku',b'Amhiku',b'Bumi',b'Tidak Istimewa',b'165',b'554',b'0',b'1663',b'294',b'False',b'False',b'True',b'False',b'2015-09-22 03:09:02'
"b'@Gadgetku5 Kenapa umat Muslim terus yg didzolimi? Apa karna umat muslim perilakunya jujur, adil, menegakkan kebenar\\u2026 https://t.co/NapnNiudep'",b'1232286134715052033',b'lia',b'nurlailarh',"b'Malang, Jawa Timur'",b'Ma Fii Qalbi Ghairullah',b'40',b'39',b'0',b'1554',b'326',b'False',b'False',b'True',b'False',b'2018-02-05 07:33:43'
b'@AchAnkurArya Or vote kro jihadi ko or muslim ko bhai banao',b'1232286133121437696',b'CHOWKIDAR Ankit Patel',b'14ankitpatel14',b'bhopal',b'i ankit patel ibelongs to patna in bihar  present time iread in bhopal  leave at home brother father mother grand father and grand mother my mother in gov. serv',b'3',b'81',b'0',b'45',b'58',b'False',b'False',b'True',b'False',b'2014-08-14 06:19:37'
b'* You are Never been a real Hindu untill you hate Muslim\\n*You are never been a patriotic without hating Pakistan \\n \\n#being_nationalist',b'1232286130072150019',b'Sidharth Pseth',b'sidharth_pseth',b'',b'dreamer',b'4',b'123',b'0',b'40',b'1210',b'False',b'False',b'True',b'False',b'2019-10-23 04:35:08'
"b'@RanaAyyub ""Hindu mobs and Muslim Homes"" ? What happened to Jai Bheem Jai Meem ?\\nThis is your reality. You do propa\\u2026 https://t.co/DvFqJCT9KQ'",b'1232286129518342146',b'\\u0917\\u094c\\u0930\\u0935 \\U0001f1ee\\U0001f1f3',b'GauravBhayana4',"b'New Delhi, India'",b'Here to Express My Opinion. Dont believe in Right/Left but not afraid to support and lend my voice to what I believe is right. \\U0001f1ee\\U0001f1f3',b'363',b'1505',b'4',b'15774',b'42163',b'False',b'False',b'True',b'False',b'2015-10-22 12:54:05'
b'How the Muslim squad at Stellenbosch Tygerberg Campus greet non muslims https://t.co/FOGyXSEBFq',b'1232286125869477888',b'P\\U0001f43c',b'TamzinLewis_x',b'South Africa',b'Unconventional.\\nIndeterminate.\\nOther.',b'585',b'482',b'0',b'2973',b'3134',b'False',b'False',b'True',b'False',b'2011-05-12 16:38:24'
b'@nazia_e i am an indian. I do not trust any muslim now. From an actor to a puncture wala. Each one of them has been\\u2026 https://t.co/SNX6fLGVA2',b'1232286125336608768',b'harsh_06',b'harsh0615',b'',b'',b'24',b'428',b'0',b'1244',b'1398',b'False',b'False',b'True',b'False',b'2019-12-15 16:46:41'
"b""The Turkish Muslim Brotherhood's Conquest of Europe...!\\nFor the Turks and other Muslims, migration to another count\\u2026 https://t.co/iwxRkcRNI3""",b'1232286123826782214',b'Florac Bosch',b'FloracBosch',b'',"b'Turks have destroyed Armenians,Greeks and Assyrians, it is now the turn of the Kurds!The Turkish army is therefore a specialist in carrying out ethnic cleansing'",b'4007',b'4953',b'15',b'7366',b'15',b'False',b'False',b'True',b'False',b'2015-01-09 13:12:48'
"b""This is India's city of Delhi where Hindutva terrorists are killing a Muslim. #DelhiBurning\\n@UN\\n@IlhanMN \\n@ https://t.co/zcsVTYEO4q""",b'1232286120924282881',b'Faizan pathan',b'FaijanK80520579',b'India',b'#julam_ke_khilaf_aawaz_uthana_har_insan_par_farz_hai',b'59',b'436',b'0',b'639',b'448',b'False',b'False',b'True',b'False',b'2018-03-05 19:11:56'
"b""@madeforbrettLEE Not everyone affords to move out dear \\nPoor Muslim can't even think of it this remain most vulnerable""",b'1232286115635191809',b'Salman Quadri',b'QuadriAbu',"b'Bijapur , Hyderabad'",b'A learner',b'153',b'664',b'0',b'1248',b'12847',b'False',b'False',b'True',b'False',b'2013-04-18 16:07:23'
b'@Ibraheemaness @shjco1 @MyBharat9 @realDonaldTrump FGM is a common Muslim practice. Is that treating women well?',b'1232286113718579200',b'SpiritOwl57',b'SOwl57',b'',"b'Christian & Independent voter.  A woman, happily married for 39 yrs.  Retired Govt Financial Analyst.   I fully support President Trump & all his policies.'",b'553',b'570',b'2',b'9965',b'19689',b'False',b'False',b'True',b'False',b'2018-07-17 09:42:23'
b'@asadowaisi @M_PRACHA @ICLU_Ind @Vakeel_Sb @RahulGandhi @anuragkashyap72 @MesutOzil1088 @siobhanheanue \\n@MoSalah\\u2026 https://t.co/ozbUiAv5w8',b'1232286112506241024',b'Tanzim \\u2764\\ufe0f',b'soulofindian',"b'New Delhi, India'",b'Everything My personal view Support only truth when u speak truth blocked @LambaAlka @prinyakac19 Swati Chaturvedi and more bjpit cell and fake celebrities',b'464',b'179',b'3',b'8179',b'2367',b'False',b'False',b'False',b'False',b'2016-03-03 11:02:27'
b'@Tarvashbek @wdunlap Muslim terrorists also blew it up and Hindus rebuilt it',b'1232286106999279616',b'Aun',b'Catana09499891',b'',b'',b'7',b'65',b'0',b'71',b'666',b'False',b'False',b'False',b'False',b'2016-05-02 17:24:05'
b'@aniSashaCohen Brought to you by the BBC. My former colleague used to say she wished she lived in Saudi because it\\u2019\\u2026 https://t.co/MZBh9maNmg',b'1232286105220919297',b'LiberalMum \\U0001f938\\U0001f3fb\\u200d\\u2640\\ufe0f',b'MumLiberal',"b'UK, EU, Latinamerica'","b'Social democrat. Liberalism protects individuals from the tyranny of family, society or religion. Worried about fascism and climate crisis. Shamanic path.'",b'210',b'557',b'0',b'2966',b'9765',b'False',b'False',b'True',b'False',b'2018-06-28 12:43:25'
"b'Saya menolak segala bentuk kriminalisasi kepada saudara muslim, tak terkecuali pada Ahmad Khazinudin ketua LBH Peli\\u2026 https://t.co/k4i97CPWyy'",b'1232286104927137794',b'Ummu Hanin',b'hanin_umu',b'',b'',b'22',b'46',b'0',b'70',b'75',b'False',b'False',b'True',b'False',b'2019-04-16 23:25:05'
"b'Saint Rampal Ji Maharaj says Humanity is the religion of all.\\n\\nOur race is living being, humanity is our religion.\\u2026 https://t.co/FnuWXCP0L1'",b'1232286103610253312',b'Somya kabirpanthi',b'Somyakabirpant1',b'',b'https://t.co/xce3g6RrfM\\n\\n#JagatGuruSantRampalJi',b'121',b'21',b'0',b'14363',b'14237',b'False',b'False',b'True',b'False',b'2019-12-26 14:07:04'
b'@ANI @Nidhi Fir toh Gautam sir vaha aane vale CAA ke virodh me bhasad dene vale muslim Vaktaon ke bhi saath yahi ho\\u2026 https://t.co/UhJNFbbx1L',b'1232286096731623425',b'007 Kuntal (Pramod Kuntal)',b'0Kuntal',b'',"b""I am a teacher and want to teach student about our real India(not Nehru's and Gandhi's India but India of a common Indain).My india which is greatest ever TNFGI""",b'2',b'26',b'0',b'17',b'8',b'False',b'False',b'True',b'False',b'2020-02-24 16:43:38'
b'The Muslim has her visa - hope to see you there. https://t.co/shinoe4qtK',b'1232286093787193344',b'mona siddiqui',b'monasiddiqui7',b'United Kingdom',"b'Prof,Islamic & Interreligious Studies @EdinburghUni. Law,ethics and Christian-Muslim. media commentator, #BBCRadio4, @BBCRadioScot- #TFTD #Moralmaze #shereen'",b'2595',b'262',b'43',b'4081',b'13482',b'False',b'False',b'True',b'False',b'2016-03-20 09:09:08'
b'Our Ummah bleeds every single day. Muslims face all kinds of hardship in the world. Muslims got wealth beyond count\\u2026 https://t.co/NYVWhMNUFt',b'1232286090612105216',b'Sess',b'Sess46321376',b'',b'Sunni. Evertonian. Bookworm. Human Rights.',b'124',b'109',b'0',b'482',b'589',b'False',b'False',b'True',b'False',b'2020-01-13 00:09:26'
b'@Roxy70878809 @therealsuryansh @RichaChadha @DelhiPolice RSS K jhande K sath Aur kon ho sakta h pr media ko to dangayi Sirf muslim dikhta h.',b'1232286080369594369',b'Mehroo',b'Mehroo42003590',b'',"b'Jo hua, jo ho raha h Aur jo aage hoga sab ALLAH ki taraf se h.'",b'4',b'69',b'0',b'214',b'995',b'False',b'False',b'True',b'False',b'2020-01-27 17:04:09'
"b'Saint Rampal Ji Maharaj says Humanity is the religion of all.\\n\\nOur race is living being, humanity is our religion.\\u2026 https://t.co/HUvg58I6Uw'",b'1232286077005783040',b'Rakesh singh',b'satyug20201',b'India',b'\\u092a\\u0930\\u092e\\u093e\\u0924\\u094d\\u092e\\u093e \\u0915\\u0947 \\u0932\\u093f\\u090f \\u0915\\u0941\\u091b \\u092d\\u0940 \\u0905\\u0938\\u0902\\u092d\\u0935 \\u0928\\u0939\\u0940\\u0902 \\u0932\\u0947\\u0915\\u093f\\u0928 \\u092a\\u0930\\u092e\\u093e\\u0924\\u094d\\u092e\\u093e \\u0939\\u0948 \\u0915\\u094c\\u0928 \\u091c\\u093e\\u0928\\u0947 \\u0907\\u0938 \\u0935\\u0947\\u092c\\u0938\\u093e\\u0907\\u091f \\u0938\\u0947 \\u092a\\u094d\\u0930\\u092e\\u093e\\u0923 \\u0915\\u0947 \\u0938\\u093e\\u0925\\u0964\\nwork as a civil Engineer',b'39598',b'16339',b'12',b'37319',b'43317',b'False',b'False',b'True',b'False',b'2016-11-27 12:03:12'
b'@ZeeNewsHindi Saara politics Hindustan par nahi muslim par ho rahi hai.',b'1232286075315376128',b'\\u0905\\u0936\\u094b\\u0915 \\u092a\\u0902\\u0921\\u093f\\u0924\\U0001f6a9',b'ashok8851',"b'Mumbai, India'",b'',b'82',b'491',b'0',b'1448',b'20901',b'False',b'False',b'True',b'False',b'2018-01-13 08:57:01'
b'@aadil_khan01 app jyse Muslim ko lakho Hindu support karte hai jai hind bhai',b'1232286064250777602',b'Divya chetri',b'Divya31800182',"b'Hyderabad, India'",b'likes hi na karo follow bhi karo yara',b'159',b'151',b'0',b'10508',b'3067',b'False',b'False',b'True',b'False',b'2018-01-02 13:08:17'
"b""@Nidhi But isn't strange 200 millions Muslim, the second majority in India enjoying minority right and enjoying facilities""",b'1232286060094246913',b'Sh@@n\\U0001f1ee\\U0001f1f3 \\u0936\\u093e\\u0928\\U0001f1ee\\U0001f1f3 \\u09b6\\u09be\\u09a8 \\U0001f1ee\\U0001f1f3',b'DCSSN',b'Mumtaz Occupied WB (India) ',"b'Goal of Life is Self-realization Universal emancipation.\\nReal Sources of my strength are Patience,Fortitude & Endurance.RTs not necessarily endorsement.'",b'1862',b'1386',b'9',b'71086',b'90608',b'False',b'False',b'True',b'False',b'2011-09-22 17:56:21'
b'@Vishnu7697 Some would probably think why the children should be killed.I would advise then to visit the madrasas o\\u2026 https://t.co/Kq8ozo1vsD',b'1232286060035657729',b'Pushyamitra Shunga',b'Kashyapa2002',b'Aryaavarta',"b'Hindu,17,Polytheist'",b'985',b'180',b'2',b'10621',b'43122',b'False',b'False',b'True',b'False',b'2019-05-09 08:48:04'
"b'@synagoro Umat muslim selalu di kanan, kiri, depan dan belakang bersama ketua LBH Pelita Umat\\n &gt;&gt;\\u2026 https://t.co/2Bpczc2vIP'",b'1232286049751011329',b'Drs',b'Drs29038513',b'',"b""let's do it""",b'44',b'66',b'0',b'2937',b'184',b'False',b'False',b'True',b'False',b'2019-11-19 21:36:44'
